TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments
348755723,633.01,,5,5,5,5,5,5,5,,PC,FP,13.9036,0.007,,1,spoc,56:21.1,-12:56:05.54,30.243,0.102,2.488,0.143,2458517.81,.002628.0,4.503645,0.000869,1.973292,0.304933,13.685524,1.211043,12525.72524,12525.72524,11.197034,1.881909,35.794998,623.84304,9.939798,116.496,0.8835,3265,157,4.79733,0.00552554,0.432309,0.0131007,8,4/11/19 19:30,9/12/19 16:45,GAIA stellar parameters: Teff = 3414 K; R = 0.567 R_solar
344926234,634.01,,5,5,5,5,5,5,5,,PC,FP,9.1299,0.006,,1,spoc,06:13.8,56:47.4,20.649,0.284,-18.065,0.478,2458517.428,.001804.0,0.49359,0.000072,1.545897,0.336383,0.267886,0.029709,246.702105,246.702105,1.733849,1.121573,7238.719107,2352.530056,7.43477,92.8368,0.7164,5944.83,99.8287,4.54039,0.0735878,0.928008,0.036392,8,4/11/19 19:30,9/12/19 16:45,Diff Image Quality flagged as unreliable
286132427,635.01,,5,5,5,5,5,5,5,,PC,FP,8.1075,0.006,,1,spoc,46:53.9,-04:17:53.66,-45.703,0.083,-40.413,0.087,2458517.436,.001801.0,0.493379,0.000077,1.5,0.283602,0.211024,0.024663,194.341058,194.341058,1.503946,0.944963,7066.343282,2338.398008,8.047397,58.7453,0.24805,5815.77,140.062,4.47768,0.0862908,0.97901,0.0536784,8,4/11/19 19:30,9/12/19 16:45,could be on TIC 286132422
146463781,636.01,,5,5,5,5,5,5,5,,PC,FP,14.7034,0.007,,1,spoc,15:32.5,-31:33:23.48,-28.848,0.073,69.089,0.081,2458517.477,.002485.0,0.417921,0.000079,1.843947,0.247587,46.183846,3.920988,41644.89311,41644.89311,5.657227,1.322447,159.393583,906.22796,9.291737,158.67,1.342,3478,157,4.84539,0.00241502,0.379815,0.0116069,8,4/11/19 19:30,9/12/19 16:45,crowded field; likely EB off target to SSE; but check if nearby PC.
133334108,637.01,,1,4,1,1,2,4,4,,PC,,8.9454,0.6,,1,spoc,03:09.0,-38:44:31.23,9.999,0.046,-103.899,0.056,2458519.657,.004028.0,2.854317,0.000995,6.011718,0.419426,0.382895,0.039928,352.596753,352.596753,1.751825,0.557149,481.964838,1195.015638,7.699792,64.5529,0.1326,,,,,,,8,4/11/19 19:30,6/13/19 4:18,centroid is offset; v-shaped
78154865,638.01,,5,5,5,5,5,5,5,,PC,FP,8.9225,0.006,,1,spoc,51:28.2,-04:07:23.96,-2.379,0.072,14.086,0.073,2458517.428,.001407.0,0.493826,0.000055,1.162615,0.459021,0.33725,0.048427,310.570859,310.570859,1.940277,4.062545,8648.339203,2459.534554,8.201568,96.6355,0.50395,6030,120.461,4.45168,0.0794124,1.04184,0.0467337,8,4/11/19 19:30,9/12/19 16:45,PC; TIC 78154863 in same pixel
82362447,639.01,,5,5,5,5,5,5,5,,PC,FP,15.2474,0.008,,1,spoc,17:00.0,-47:39:07.03,96.758,0.109,-102.395,0.128,2458517.561,.005268.0,2.819817,0.001165,6.611278,0.349024,220.283783,14.845177,183631.0336,183631.0336,22.75573,21.919445,31.848458,605.887304,12.677918,160.84,1.525,3674,157,4.93113,0.00432029,0.295122,0.00986103,8,4/11/19 19:30,9/12/19 16:45,Crowded field; likely EB off target to SSE; but check if nearby PC (not a cut and paste error; same comment as line 104).
147977348,640.01,,1,4,1,3,2,4,4,,PC,,10.0367,0.006,,1,qlp,38:56.3,-36:38:46.07,-3.872,0.04,4.927,0.045,2458469.747,.00057.0,5.00353,0.00011,3.529,0.17,7.95313,0.001354,7298.34,7298.34,20.6516,1.18747,1085.44,1599,171,341.997,2.8165,6442,136.482,3.91261,0.0899144,2.08785,0.0947261,"6,7",3/26/19 13:55,10/3/19 12:00,slightly large
49079670,641.01,,1,4,1,1,1,4,4,,PC,,9.90377,0.006,,1,qlp,44:17.2,-23:49:09.07,-31.405,0.031,23.686,0.049,2458470.203,.00241.0,1.89253,0.00016,1.474,0.45,0.950581,0.005395,875.134,875.134,3.62081,0.314982,1531.93,1742,21,134.043,0.547,5646,129.745,4.40127,0.0744233,1.04432,0.0527638,"6,7",3/26/19 13:55,6/13/19 4:18,
79292541,642.01,,3,4,3,3,2,4,4,,PC,,9.4247,0.015,,1,qlp,56:13.4,-20:03:08.99,-9.759,0.088,4.756,0.121,2458470.737,.00147.0,2.27728,0.00032,1.65,0.105,1.489816,0.000802,1371.23,1371.23,,,2607.15,1990,34,472.224,15.4545,8550,199.096,3.92812,0.0797113,2.62521,0.112613,6,3/21/19 15:42,6/17/19 14:58,crowded field; could be on 79292540
432008938,643.01,,5,5,5,5,5,5,5,,PC,FP,13.7006,0.007,,2,spoc,02:46.5,-23:41:48.22,100.619,0.058,-195.052,0.06,2458522.349,.003658.0,9.653456,0.002539,4.00937,0.258226,47.820639,4.558786,43088.5649,43088.5649,7.281973,1.406418,3.12657,339.146076,13.058762,87.7731,0.34095,3362,157,4.86766,0.000374509,0.35645,0.0107089,8,4/11/19 19:30,9/12/19 16:45,period might be double; crowded field
63303499,644.01,,3,4,3,3,2,4,4,,PC,,9.701,0.022,,1,qlp,59:41.5,-24:53:02.45,-9.9,3,29.1,2.7,2458469.855,.00571.0,1.92699,0.00048,2.876,0.325,0.319259,0.000649,294.005,294.005,,,2338.87,1937,16,,,,,,,,,"6,7",3/26/19 13:55,6/17/19 14:58,possible NEB to E; TIC 63303496
157568289,645.01,,3,4,3,3,2,4,4,,PC,,10.4091,0.006,,1,qlp,07:04.2,-36:46:14.88,0.934,0.046,8.274,0.058,2458468.737,.00085.0,1.84051,0.00006,4.642,0.055,2.802446,0.000165,2577.82,2577.82,13.9166,1.05797,4390.21,2267,113,414.522,5.2525,6387,133.24,3.77571,0.09067,2.42541,0.108113,"6,7",3/26/19 13:55,6/17/19 14:58,Either diluted or blended PC: matches 17000 ppm deep eclipse on 157568287 of dT=1.8 mag; need SG1 to check on which target
238197709,646.01,,1,4,1,3,2,4,4,,PC,,10.3001,0.006,,1,qlp,49:03.8,-72:56:50.27,19.539,0.045,25.393,0.039,2458361.223,.0006.0,13.72546,0.00004,3.146,0.143,5.270002,0.092326,4842.09,4842.09,15.1883,2.30535,158.027,987,134,316.643,2.1045,6104,126.824,3.95789,0.0766769,1.86397,0.0808844,,3/21/19 15:42,9/3/19 16:00,
92992033,647.01,,3,4,3,3,1,4,4,,PC,,10.2339,0.007,,1,qlp,35:49.3,-18:38:58.53,0.273,0.051,9.298,0.073,2458470.602,.01.0,4.90765,0.00501,3.753,0.689,0.629336,0.00208,579.472,579.472,12.7767,0.949952,261.827,1120,13,553.626,10.6785,4900,122,,,5.01171,,6,3/21/19 15:42,6/17/19 14:58,v-shaped; evolved star
78672342,648.01,,5,5,5,5,5,5,5,,PC,FP,10.1347,0.016,,1,qlp,52:00.7,-18:57:15.95,-10.688,0.05,2.799,0.055,2458471.302,.00691.0,2.97638,0.00175,3.212,0.957,0.864418,0.003636,795.842,795.842,11.0372,1.52854,2695.88,2007,14,637.257,13.704,6804,167.835,3.52488,0.0910901,3.45757,0.167153,6,3/21/19 15:42,9/12/19 16:45,possible odd-even; GAIA DR2 Teff = 4060 K and Rad = 10.8 Rsun
35582553,649.01,,3,4,3,3,2,4,4,,PC,,10.0461,0.006,,1,qlp,48:53.4,-13:31:38.17,-6.243,0.07,4.382,0.091,2458468.836,.00099.0,0.93556,0.00008,1.124,0.054,1.373336,0.00085,1264.09,1264.09,,,,,30,430.622,7.2705,6779,147.444,3.82849,0.0915954,2.43259,0.112802,6,3/21/19 15:42,6/17/19 14:58,GAIA DR2 Rad =  2.44 Rsun and teff = 6555 K
349373192,650.01,,5,5,5,5,5,5,5,,PC,FP,9.7839,0.006,,1,qlp,21:02.6,-60:09:19.71,-1.667,0.077,12.491,0.075,2458326.315,.00441.0,0.76983,0.00003,2.774,0.185,0.17394,0.000207,160.192,160.192,,,54414,4254,32,402.762,5.5185,7667.39,113.162,3.9003,0.0777444,2.49185,0.0880401,"4,5,6",3/21/19 15:42,9/12/19 16:45,likely NEB on TIC 349411363 130
72090501,651.01,,3,4,3,3,2,4,4,,PC,,6.832,0.108,,1,qlp,08:25.4,-11:08:49.65,,,,,2458469.473,.00209.0,1.07083,0.00017,1.657,0.311,3.429018,0.006675,3153.26,3153.26,,,10983.9,2852,19,,,,,,,,,6,3/21/19 15:42,6/17/19 14:58,maybe odd-even; two stars on the same TESS pixel
22221375,652.01,,1,5,5,1,2,4,4,,PC,,7.3635,0.006,,1,spoc,56:29.6,-24:05:57.07,-177.111,0.095,46.867,0.085,2458543.255,.002001.0,3.984627,0.000512,2.398698,0.347213,0.423231,0.025153,389.73384,389.73384,2.046621,1.354847,449.227034,1174.184168,16.159866,45.683,0.10505,5940.41,110.049,4.44647,0.0702346,1.03399,0.0417488,9,5/6/19 19:17,6/13/19 4:18,small PC in known system (HD 86226 b has P = 1695 days)
33153766,653.01,,5,5,5,5,5,5,5,,PC,FP,8.5234,0.006,,1,spoc,39:05.7,-45:25:34.27,-19.613,0.049,5.576,0.045,2458543.227,.001078.0,0.688413,0.000053,1.503725,0.291402,0.424201,0.024508,390.627662,390.627662,6.485009,5.665568,49580.36122,3805.810598,14.02045,213.947,1.306,5929,130.076,3.50138,0.0772507,3.05531,0.142248,9,5/6/19 19:17,9/12/19 16:45,Need SG1 to check neighbor TIC 33153755 at ~14.32
35009898,654.01,,1,4,1,1,3,4,4,,PC,,12.2255,0.007,,1,spoc,58:53.9,-05:32:51.16,99.174,0.097,-266.107,0.069,2458543.436,.001885.0,1.527419,0.000195,1.211359,0.399291,3.141428,0.253871,2889.180002,2889.180002,1.90826,1.223543,45.576272,662.680892,12.836975,57.7553,0.18245,3424,157,4.80125,0.0050666,0.427953,0.0127854,9,5/6/19 19:17,6/13/19 4:18,low SNR in qlp; unknown GAIA DR2 radius
35516889,655.01,,5,5,5,5,5,5,5,,PC,KP,11.6044,0.006,,1,spoc,53:40.0,-45:39:32.79,-35.407,0.041,17.288,0.04,2458543.622,.000178.0,0.788843,0.00001,1.624113,0.013102,27.223514,0.162292,24762.04649,24762.04649,16.546514,0.093412,3303.751858,1933.622116,167.72273,268.325,1.709,5503,106.61,4.40081,0.0779491,1.02805,0.0486734,9,5/6/19 19:17,9/12/19 16:42,WASP-19 b
36734222,656.01,,5,5,5,5,5,5,5,,PC,KP,11.1184,0.006,,1,spoc,19:38.0,-09:48:23.2,-42.044,0.069,-38.193,0.066,2458543.604,.000087.0,0.81347,0.000005,1.226305,0.006867,29.525002,0.104155,26827.11681,26827.11681,10.423753,0.04514,596.670633,1260.530665,309.28363,86.7467,0.3269,4124,126.578,4.49204,0.113704,0.757649,0.0747613,9,5/6/19 19:17,9/12/19 16:42,WASP-43b
48103627,657.01,,5,5,5,5,4,5,5,,PC,CP,12.4399,0.006,,1,spoc,49:37.6,-33:13:06.61,-8.463,0.042,0.734,0.057,2458547.313,.001395.0,4.569904,0.000539,3.913666,0.126971,11.204012,0.309729,10266.21514,10266.21514,13.24057,13.247647,649.304855,1287.454567,31.02104,562.256,9.6955,6007,123.702,4.26689,0.0809505,1.28306,0.0608568,9,5/6/19 19:17,6/17/19 14:58,large planet
48476907,658.01,,3,4,3,3,2,4,4,,PC,,9.5359,0.006,,1,spoc,00:36.6,-34:40:54.71,-50.825,0.164,19.857,0.224,2458543.701,.00333.0,4.719906,0.001021,1.825078,0.197044,2.108996,0.201288,1940.571553,1940.571553,10.600509,19.938599,971.774106,1424.003577,12.043224,212.005,5.3535,6455,130.953,4.14638,0.0889151,1.60132,0.0804648,9,5/6/19 19:17,6/17/19 14:58,two stars of similar brightness in the same pixel - 48476908 (T mag= 9.486)
48476908,659.01,,3,4,3,3,2,4,4,,PC,,10.245,0.006,,1,spoc,00:36.9,-34:40:53.21,-52.296,0.056,25.232,0.088,2458543.699,.002952.0,4.720083,0.000897,1.694515,0.174566,2.406263,0.234873,2213.796074,2213.796074,12.777913,17.91806,1052.949269,1452.852789,12.275165,245.318,2.5865,6222,133.581,4.21025,0.0800479,1.42397,0.065603,9,5/6/19 19:17,6/17/19 14:58,two stars of similar brightness in the same pixel; we released 48476907.
53189332,660.01,,5,5,5,5,5,5,5,,PC,KP,10.99,0.006,,1,spoc,05:43.1,-05:04:46.15,-24.818,0.077,-13.294,0.06,2458544.65,.001182.0,9.290298,0.000911,5.345087,0.109718,6.757246,0.140765,6204.326608,6204.326608,11.115877,0.287572,276.548736,1040.070237,32.97406,352.181,6.2825,6303,125.332,4.22968,0.085448,1.41549,0.0622965,9,5/6/19 19:17,9/12/19 16:42,WASP-106 b
53735810,661.01,,5,5,5,5,5,5,5,,PC,KP,11.248,0.006,,1,spoc,32:54.0,-34:59:23.67,11.492,0.083,-13.533,0.084,2458544.169,.001299.0,4.08653,0.000383,4.448192,0.086974,8.041696,0.150781,7379.314262,7379.314262,15.378719,0.319277,1722.797602,1643.154173,39.438835,500.258,13.1685,7051,135.107,4.29219,0.0869853,1.47741,0.0742387,9,5/6/19 19:17,9/12/19 16:42,WASP-66b
54085154,662.01,,5,5,5,5,5,5,5,,PC,FP,8.2046,0.006,,1,spoc,40:43.2,-31:55:38.04,-2.069,0.05,-15.577,0.058,2458543.3,.001614.0,1.001166,0.000112,1.793411,0.193173,0.30201,0.016952,278.122604,278.122604,2.394312,0.530521,4637.090965,2104.656153,13.519842,87.2682,0.28245,6380,130.12,4.39554,0.0845418,1.18349,0.0532186,9,5/6/19 19:17,9/12/19 16:45,
54962195,663.01,,1,4,1,4,4,3,4,,PC,,11.7602,0.007,,2,spoc,40:15.8,-08:30:39.9,-142.182,0.075,-82.962,0.062,2458544.391,.002789.0,2.598654,0.0005,1.618382,0.5309,2.077013,0.219951,1911.17085,1911.17085,2.224192,1.594181,47.520469,669.63775,9.389264,64.2308,0.1799,3664,157,4.7266,0.00855101,0.512361,0.0152398,9,5/6/19 19:17,7/31/19 10:32,
54962195,663.02,,1,4,1,4,4,3,4,,PC,,11.7602,0.007,,2,spoc,40:15.8,-08:30:39.9,-142.182,0.075,-82.962,0.062,2458543.394,.004137.0,4.698465,0.001207,1.836605,0.647492,2.283316,0.288664,2100.802126,2100.802126,2.328341,1.721462,21.574328,549.672574,7.826296,64.2308,0.1799,3664,157,4.7266,0.00855101,0.512361,0.0152398,9,5/6/19 19:17,7/31/19 10:32,"not a 2x period, so it could be a second planet; low SNR"
55092869,664.01,,5,5,5,5,5,5,5,,PC,KP,7.3212,0.006,,1,spoc,46:49.7,-09:23:57.71,-79.091,0.09,-78.576,0.067,2458544.341,.000741.0,4.736094,0.000234,7.108413,0.045973,2.647894,0.030689,2435.829206,2435.829206,13.692776,0.177403,1416.644361,1564.713966,74.66564,99.1596,0.52105,5326,25,,,2.78715,,9,5/6/19 19:17,9/12/19 16:42,KELT 11b
73723286,665.01,,5,5,5,5,5,5,5,,PC,FP,9.1116,0.006,,1,spoc,22:32.9,-40:30:58.85,38.971,0.041,-42.676,0.05,2458547.303,.000369.0,14.065993,0.000506,3.442418,0.023263,18.340078,0.188188,16749.96849,16749.96849,20.710905,2.806728,178.711828,932.519826,109.28948,131.018,0.577,5661,131.561,4.10398,0.0796862,1.47641,0.0761156,9,5/6/19 19:17,9/12/19 16:45,period in qlp = 14.05864 was slightly off
82128636,666.01,,3,4,3,3,2,4,4,,PC,,8.8252,0.008,,1,spoc,16:26.5,-46:25:47.35,-15.594,0.447,14.876,0.397,2458543.937,.002842.0,7.47428,0.001339,1.549211,0.107297,1.732702,0.257523,1594.604377,1594.604377,7.637788,7.310065,617.763815,1271.526355,12.282331,237.035,14.643,7141,147.936,3.90285,0.100512,2.33511,0.169547,9,5/6/19 19:17,6/17/19 14:58,
101955023,667.01,,5,5,5,5,5,5,5,,PC,KP,10.8372,0.007,,1,spoc,14:50.2,-47:09:17.77,-1053.98,0.074,414.3,0.083,2458544.716,.000827.0,1.628694,0.000101,0.799026,0.24285,3.098811,0.182607,2850.041412,2850.041412,1.402261,0.767937,27.166032,582.272532,16.902313,12.613,0.007,3261,157,5.02009,0.0181057,0.226407,0.00697427,9,5/6/19 19:17,9/12/19 16:42,GJ 1132b
102195674,668.01,,5,5,5,5,5,5,5,,PC,FP,11.3425,0.006,,3,spoc,16:46.0,-42:33:32.66,-20.767,0.038,-3.744,0.041,2458547.461,.000619.0,4.378773,0.00024,3.818396,0.041287,33.54721,0.492825,30425.65366,30425.65366,20.62459,3.883677,569.824771,1246.106268,68.38349,344.134,3.2735,6198,132.361,4.33659,0.0826311,1.22606,0.0565628,9,5/6/19 19:17,9/12/19 16:45,
124573851,669.01,,2,4,2,4,4,4,4,,PC,,10.1755,0.006,,1,spoc,35:36.2,-05:10:52.94,9.845,0.064,72.079,0.059,2458546.137,.005545.0,3.948678,0.001811,3.420507,0.343622,0.818974,0.074052,754.018523,754.018523,3.842242,0.628328,641.234094,1283.435066,9.629088,142.867,0.8505,5624.98,101.411,4.44576,0.0724451,0.989198,0.041809,9,5/6/19 19:17,5/29/19 14:46,
147660201,670.01,,5,5,5,5,5,5,5,,PC,FP,11.1557,0.006,,1,spoc,55:38.2,-42:50:57.41,-55.007,0.059,18.019,0.062,2458543.348,.002717.0,0.579398,0.000108,1.64214,0.200189,1.438551,0.141322,1324.07712,1324.07712,5.759676,9.940321,4535.918085,2093.081072,11.090368,191.494,1.5515,5180,124.318,4.34766,0.0798592,1.04099,0.0589246,9,5/6/19 19:17,9/12/19 16:45,Need Sg1 to check 147660207 (half a pixel away) of T mag =  12.666
151681127,671.01,,5,5,5,5,5,5,5,,PC,FP,9.1379,0.006,,1,spoc,07:33.3,-40:12:24.9,-22.398,0.049,9.419,0.054,2458552.918,.000333.0,10.197751,0.000495,4.911431,0.025398,16.856521,0.131457,15405.53121,15405.53121,24.004261,4.826364,883.033801,1390.317795,135.34671,279.74,2.9965,8558,156.641,4.24848,0.0664826,1.81545,0.05201,9,5/6/19 19:17,9/12/19 16:45,Likely large planet based on temperature; need SG1 to check 151681126 (T mag = 15.914)
151825527,672.01,,1,4,1,3,4,4,4,,PC,,11.6739,0.007,,1,spoc,11:57.8,-39:19:41.21,85.141,0.046,-74.728,0.038,2458546.48,.000698.0,3.633618,0.000191,1.788031,0.088834,9.853045,0.254572,9033.936252,9033.936252,5.03317,0.789817,33.798593,614.956513,31.974104,66.9071,0.15285,3659,157,4.69906,0.009602,0.544068,0.016274,9,5/6/19 19:17,7/31/19 10:32,no GAIA DR2 radius
151959065,673.01,,5,5,5,5,5,5,5,,PC,FP,11.955,0.006,,1,spoc,15:59.6,-36:27:33.86,-16.179,0.041,-0.612,0.037,2458551.637,.001167.0,10.541282,0.001645,6.241204,0.110813,20.455355,0.340958,18663.71305,18663.71305,17.800047,17.802114,211.045209,972.106001,43.950787,677.796,15.1375,6661,127.406,4.14494,0.090138,1.65817,0.0783919,9,5/6/19 19:17,9/12/19 16:45,GAIA DR2 R = 1.7 Rsolar; transiting object might be slightly bigger
158588995,674.01,,3,5,5,3,4,4,4,,PC,,11.8764,0.007,,1,spoc,58:20.8,-36:51:29.19,-163.27,0.057,-3.766,0.068,2458544.524,.00031.0,1.977238,0.000044,1.021981,0.047737,15.397688,0.239574,14081.70689,14081.70689,4.430879,0.742535,35.671742,623.305314,53.596184,46.0851,0.1156,3411,157,4.80667,0.00463955,0.421944,0.0125279,9,5/6/19 19:17,7/31/19 10:32,No GAIA DR2 Radius
169226822,675.01,,5,5,5,5,5,5,5,,PC,KP,9.62959,0.006,,1,spoc,42:14.1,-03:50:06,19.224,0.081,17.026,0.067,2458543.942,.000386.0,4.178161,0.000113,4.304954,0.025328,12.826132,0.078482,11743.80108,11743.80108,15.288753,0.09412,635.437683,1280.524792,160.82115,159.507,1.2005,5828.01,106.134,4.20029,0.0706593,1.34736,0.0593367,9,5/6/19 19:17,9/12/19 16:42,WASP-127 b
219187649,676.01,,3,5,5,3,4,4,4,,PC,,13.4629,0.007,,1,spoc,24:49.4,-18:37:02.2,-20.877,0.049,9.135,0.028,2458544.343,.001876.0,2.150451,0.000289,1.573366,0.122278,9.048811,0.62776,8299.629504,8299.629504,10.472779,10.489842,759.992849,1339.128108,14.74846,758.199,16.9815,5500,126,4.23908,,1.23206,,9,5/6/19 19:17,7/31/19 10:32,
280206394,677.01,,1,4,1,3,2,4,4,,PC,,9.271401,0.006,,1,spoc,36:28.6,-50:27:47.14,-24.817,0.051,42.417,0.05,2458547.474,.000368.0,11.236613,0.00052,2.574321,0.033671,9.505156,0.103237,8716.362549,8716.362549,12.266536,1.511677,200.868484,960.169043,96.77406,141.812,0.6195,6174,136.803,4.28982,0.081982,1.28844,0.0583417,9,5/6/19 19:17,6/16/19 12:00,
294395926,678.01,,1,4,1,2,2,4,4,,PC,,10.9162,0.006,,1,spoc,17:19.4,-55:35:52.54,-31.454,0.044,71.617,0.06,2458549.678,.005393.0,11.316715,0.007656,4.351661,0.97804,1.129932,0.146962,1040.164187,1040.164187,3.418944,2.506339,102.375772,811.276782,8.381478,205.847,1.1015,5588,126.964,4.38555,0.0772784,1.057,0.0536432,9,5/6/19 19:17,6/16/19 12:00,Low priority lv 1; centroid offset on 294395913; T mag = 10.143 (an evolved star GAIA DR2 R = 10.77 Rsolar)
308050066,679.01,,5,5,5,5,5,5,5,,PC,FP,9.99028,0.006,,1,spoc,21:44.6,-17:13:27.71,-4.257,0.081,6.445,0.07,2458552.073,.000737.0,11.175586,0.001056,5.697074,0.066493,7.958286,0.126829,7303.054018,7303.054018,18.199324,4.542675,674.343374,1299.690736,65.07193,320.671,4.835,6655,117.155,4.02116,0.0906193,1.91349,0.0902262,9,5/6/19 19:17,9/12/19 16:45,
335499997,680.01,,3,4,3,4,4,4,4,,PC,,8.98207,0.006,,1,spoc,56:39.3,-12:22:39.07,-57.328,0.101,-6.649,0.049,2458543.515,.00039.0,0.433716,0.000013,0.890312,0.098075,0.921764,0.028429,848.615718,848.615718,5.741712,1.372976,28648.75116,3318.151211,23.040173,163.41,1.5935,5989,127.426,3.98784,0.0802067,1.7628,0.0837786,9,5/6/19 19:17,5/22/19 13:48,
410450228,681.01,,1,4,1,3,2,4,4,,PC,,10.6845,0.006,,1,spoc,51:34.8,-60:24:44.6,-4.18,0.049,11.242,0.061,2458546.477,.001273.0,15.778431,0.001807,3.360643,0.122936,7.598665,0.340802,6974.195747,6974.195747,13.082777,4.239843,564.329966,1243.091302,42.580555,421.349,4.588,7296.58,109.131,4.19988,0.0804637,1.6898,0.060696,9,5/6/19 19:17,6/16/19 12:00,V-shaped; possible odd/even
429304876,682.01,,1,4,1,4,4,4,4,,PC,,9.2231,0.006,,1,spoc,11:32.5,-22:04:22.01,-91.427,0.055,-53.36,0.051,2458546.306,.001825.0,6.839299,0.00096,4.441711,0.193332,1.350612,0.049209,1243.185999,1243.185999,4.087727,0.673015,291.597829,1053.939838,21.252947,83.1548,0.30135,5085,131.389,4.29716,0.0884885,1.08433,0.0691734,9,5/6/19 19:17,6/13/19 4:18,slightly smaller radius in qlp (R = 3.91 Rsolar)
437248515,683.01,,5,5,5,5,5,5,5,,PC,KP,11.4553,0.008,,1,spoc,17:45.3,-19:03:17.2,-28.708,0.081,0.99,0.054,2458544.082,.000578.0,3.405923,0.000129,2.633613,0.030703,17.104169,0.168011,15630.08455,15630.08455,17.032248,0.125951,1017.353577,1440.41531,103.02424,383.829,6.334,6217,102.229,4.31055,0.0762737,1.26867,0.0538694,9,5/6/19 19:17,9/12/19 16:42,WASP- 31 b
462162948,684.01,,1,4,1,3,2,4,4,,PC,,9.8532,0.147,,1,spoc,01:44.1,-59:51:00.1,-8.933,0.243,3.14,0.229,2458546.468,.002209.0,19.847358,0.003103,2.380051,0.504869,1.394497,0.141913,1283.554415,1283.554415,8.778562,6.315287,1089.673067,1465.358216,9.936623,2228.79,928.525,,,,,,,9,5/6/19 19:17,6/16/19 12:00,could be double the period
281731203,685.01,,5,5,5,5,5,5,5,,PC,KP,9.9623,0.007,,1,qlp,52:07.7,29:35.4,-23.664,0.075,-44.171,0.068,2458546.693,.00165.0,11.63344,0.00012,3.68,0.249,3.576981,0.001822,3289.1,3289.1,11.538,0.614662,76.0121,822,36,213.283,1.958,5466,125.587,3.94175,0.0806226,1.73497,0.0917184,9,4/30/19 16:55,9/12/19 16:42,K2-261; only a single event seen in TESS data
339857675,686.01,,3,4,3,3,2,4,4,,PC,,9.9362,0.006,,1,qlp,26:24.3,-54:27:07.44,-3.067,0.04,25.498,0.045,2458492.215,.00379.0,3.51364,0.00041,1.573,0.477,0.47233,0.00229,434.937,434.937,3.7404,0.300489,384.196,1233,10,255.337,1.3065,6586,131.746,4.17196,0.085364,1.59007,0.0682663,"6,7,8,9",4/30/19 16:55,6/17/19 14:58,low MES transit signal
74534430,687.01,,1,4,1,1,1,4,4,,PC,,9.8445,0.006,,1,qlp,10:41.5,-45:05:55.84,241.16,0.054,-308.694,0.062,2458525.562,.00557.0,18.15538,0.00277,4.296,1.394,1.121015,0.008132,1031.96,1031.96,2.16722,0.195581,30.814,656,11,42.4467,0.05995,4243,125.019,4.67631,0.105518,0.617519,0.0562111,"8,9",4/30/19 16:55,6/13/19 4:18,period could be double (36.3 days); check bright star on the south west of this star
339636032,688.01,,3,4,3,3,2,4,4,,PC,,8.5885,0.006,,1,qlp,20:46.6,-55:22:46.31,-40.087,0.044,41.156,0.038,2458390.545,.0043.0,6.87855,0.00029,2.796,0.525,0.277325,0.000592,255.393,255.393,3.6977,0.232211,237.197,1093,9,176.054,0.717,6636,132.253,3.98607,0.0867594,1.98385,0.0857412,"6,7,8,9",4/30/19 16:55,6/17/19 14:58,low MES; possible depth change with aperture; check stars to the SW
445822015,689.01,,5,5,5,5,5,5,5,,PC,FP,10.7014,0.006,,1,qlp,48:01.3,-48:19:14.7,-18.317,0.046,27.152,0.044,2458545.057,.00336.0,1.66402,0.00044,3.397,0.124,8.681911,0.522073,7964.45,7964.45,7.65443,1.88798,8754.73,2694,18,108.513,0.329,4848,124.029,4.53084,0.0913732,0.798782,0.0545025,9,5/2/19 14:07,9/12/19 16:45,
101497191,690.01,,5,5,5,5,5,5,5,,PC,FP,10.244,0.019,,1,qlp,56:54.2,-33:47:57.81,5.1,2.6,-13.2,2.5,2458547.351,.0022.0,3.64376,0.00067,3.38,0.344,3.951564,0.020944,3632.91,3632.91,,,2107.88,1887,29,144.747,,,,,,,,9,5/2/19 14:07,9/12/19 16:45,need SG1 to check 101497184; assuming R ~ 1.0 R_solar (TIC) transiting object is about 5 Rearth
156991337,691.01,,2,4,2,2,1,4,4,,PC,,10.234,0.006,,1,qlp,39:48.9,-42:02:42.71,-11.214,0.046,18.134,0.045,2458474.387,.00485.0,6.90741,0.00143,1.89,0.488,0.75585,0.002787,695.921,695.921,3.28745,0.26256,75.8066,822,13,169.117,0.6915,5846,131.372,4.39727,0.0792544,1.07907,0.053588,7,5/2/19 15:06,6/17/19 14:58,
