TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments
231663901,101.01,,4,5,5,5,5,5,4,,PC,KP,12.4069,0.006,,1,spoc,14:56.9,-55:52:18.71,12.641,0.044,-16.011,0.041,2458326.009,.000339.0,1.430401,0.000032,1.638765,0.026081,22.436284,0.263814,20452.53168,20452.53168,13.145008,0.144216,1193.379561,1499.044062,0.887868,375.31,4.411,5824,135.304,4.55972,0.0757679,0.890774,0.0438467,1,9/5/18 18:34,9/12/19 16:42,
149603524,102.01,,5,5,5,5,5,5,5,,PC,KP,9.7109,0.006,,2,spoc,48:33.6,-63:59:17.98,-15.641,0.037,26.046,0.037,2458326.079,.000099.0,4.411943,0.000005,3.776425,0.008533,15.285609,0.033203,13979.92619,13979.92619,15.397243,0.032379,708.767112,1315.96894,474.38095,175.631,0.588,6391,115.876,4.37665,0.0797224,1.21427,0.0542211,"1,2,3,4,6",9/5/18 18:34,9/12/19 16:42,WASP 62b
336732616,103.01,,5,5,5,5,5,5,5,,PC,KP,11.5232,0.008,,1,spoc,49:49.8,-24:25:43.3,10.426,0.07,15.62,0.051,2458327.253,.000586.0,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,10424.3718,14.581841,0.196435,1212.004376,1504.858953,0.800299,411.211,7.752,6371,127.975,4.33006,0.0885499,1.27616,0.0578543,1,9/5/18 18:34,9/12/19 16:42,HATS-3
231670397,104.01,,5,5,5,5,5,5,5,,PC,KP,9.8638,0.006,,1,spoc,19:47.9,-58:08:56.16,10.552,0.045,-10.658,0.043,2458327.673,.000842.0,4.087445,0.000239,5.59014,0.066407,3.900662,0.05299,3586.196984,3586.196984,12.652102,0.221452,1672.217546,1630.958624,0.808662,316.678,2.9655,6124,133.674,3.81034,0.0870651,2.21867,0.102573,1,9/5/18 18:34,9/12/19 16:42,WASP-73
144065872,105.01,,5,5,5,5,5,5,5,,PC,KP,9.4995,0.006,,1,spoc,29:49.9,-48:00:11.16,91.976,0.052,-6.861,0.069,2458326.506,.000156.0,2.184659,0.000023,2.869426,0.012752,12.92819,0.050966,11836.69122,11836.69122,12.514586,0.056125,985.883704,1429.144596,0.886027,137.544,0.7905,5758,131.861,4.2653,0.0759387,1.23824,0.0596985,1,9/5/18 18:34,9/12/19 16:42,WASP-95
38846515,106.01,,5,5,5,5,5,5,5,,PC,KP,10.3157,0.006,,1,spoc,35:50.4,-64:01:37.34,10.845,0.035,-0.499,0.052,2458326.745,.000179.0,2.84938,0.000006,3.776111,0.01379,8.121677,0.02748,7452.432687,7452.432687,9.06138,0.02705,1311.315373,1534.781437,278.0095,364.411,2.729,6733,131.587,4.09825,0.0922916,1.77457,0.0795,"1,2,3,4,5,6",9/5/18 18:34,9/12/19 16:42,WASP-100b
92352620,107.01,,5,5,5,5,5,5,5,,PC,KP,9.6433,0.006,,1,spoc,55:08.0,-34:08:08.7,26.376,0.078,-44.947,0.059,2458328.299,.000307.0,3.950054,0.000088,4.557506,0.023461,14.207005,0.082188,12999.89718,12999.89718,18.775574,0.097373,1098.209548,1468.219722,0.8602,211.211,2.4835,6072.6,105.855,4.0288,0.0762449,1.71036,0.074613,1,9/5/18 18:34,9/12/19 16:42,WASP-94A (planet host)
289793076,108.01,,5,5,5,5,5,5,5,,PC,KP,13.163,0.01,,1,spoc,07:50.8,-26:05:48.19,3.479,0.063,-10.313,0.038,2458328.085,.000922.0,3.043839,0.000202,2.660993,0.073265,26.534793,0.619302,24143.22224,24143.22224,13.999502,0.329885,400.955287,1141.284018,0.820267,421.855,8.339,5445,122,4.59896,,0.809868,,1,9/5/18 18:34,9/12/19 16:42,HATS-13
29344935,109.01,,4,5,5,5,5,5,4,,PC,KP,13.2366,0.007,,1,spoc,52:51.7,-25:41:14.55,1.053,0.052,-9.881,0.029,2458326.128,.001296.0,2.766737,0.000254,2.568721,0.112022,17.172409,0.532229,15691.95117,15691.95117,11.661768,0.527223,433.482954,1163.758204,0.834164,513.011,9.1275,5361,122,4.4198,,0.984866,,1,9/5/18 18:34,9/12/19 16:42,
281459670,110.01,,5,5,5,5,5,5,5,,PC,KP,11.6714,0.006,,1,spoc,22:28.4,-59:56:33.32,-22.309,0.036,-4.893,0.034,2458328.04,.000446.0,3.174305,0.000044,2.723339,0.030983,17.075061,0.164396,15603.6931,15603.6931,13.668801,0.12625,662.491006,1293.94181,100.35208,342.14,2.912,5750.4,133.487,4.32419,0.0802426,1.15706,0.0633669,"1,2",9/5/18 18:34,9/12/19 16:42,HATS-30
355703913,111.01,,4,5,5,5,5,5,4,,PC,KP,13.183,0.006,,1,spoc,03:05.9,-62:28:09.54,2.894,0.024,4.911,0.025,2458326.106,.001084.0,2.106098,0.000069,1.574766,0.083967,13.580831,0.57385,12430.50297,12430.50297,16.683676,14.132685,720.255153,1321.269297,30.581211,508.842,3.896,5435.56,86.8012,4.46889,,0.940697,,"1,2",9/5/18 18:34,9/12/19 16:42,HATS-34
388104525,112.01,,5,5,5,5,5,5,5,,PC,KP,11.6035,0.006,,1,spoc,43:44.1,-65:11:37.61,21.126,0.032,16.543,0.043,2458327.409,.000189.0,2.499814,0.000008,2.878017,0.0169,16.458676,0.070009,15044.68116,15044.68116,14.839843,0.082961,996.863551,1433.107203,235.47691,302.448,2.004,5650,129.426,4.3263,0.0738158,1.13732,0.0577764,"1,2,3,4",9/5/18 18:34,9/12/19 16:42,
97409519,113.01,,5,5,5,5,5,5,5,,PC,KP,12.1893,0.006,,1,spoc,10:51.4,-30:44:58.99,-0.71,0.052,-14.516,0.049,2458327.053,.000623.0,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,17163.60419,14.201803,0.154789,615.165921,1270.187448,0.829214,448.637,7.508,6147,128.956,4.45576,0.0852356,1.05985,0.0531959,1,9/5/18 18:34,9/12/19 16:42,WASP-124
25155310,114.01,,5,5,5,5,5,5,5,,PC,KP,10.6103,0.006,,1,spoc,13:29.9,-69:13:35.73,63.134,0.045,53.433,0.039,2458327.521,.000203.0,3.288776,0.000007,3.410191,0.019658,7.763906,0.031384,7125.315013,7125.315013,10.835677,0.075686,808.140646,1359.851508,240.63535,216.526,0.932,5675.54,116.592,4.25432,0.0768179,1.24175,0.0610804,"1,2,3,4,5,6",9/5/18 18:34,9/12/19 16:42,
281541555,115.01,,4,5,5,5,5,5,4,,PC,KP,13.0417,0.006,,1,spoc,26:48.6,-56:18:57.97,21.46,0.027,7.316,0.024,2458329.901,.001812.0,4.742745,0.000262,2.408768,0.137056,14.669267,0.562533,13420.03179,13420.03179,11.517937,11.536549,246.967152,1011.066097,24.498663,453.808,3.894,5483,122,4.53376,,0.877585,,"1,2",9/5/18 18:34,9/12/19 16:42,HATS-46
238176110,116.01,,5,5,5,5,5,5,5,,PC,KP,11.0443,0.006,,1,spoc,51:23.1,-70:09:10.3,96.185,0.041,-1.747,0.038,2458326.689,.00026.0,2.798594,0.000049,2.366459,0.022664,18.483064,0.109788,16879.44984,16879.44984,11.293845,0.108967,288.255508,1050.906681,0.808503,149.942,0.5175,4935.4,114.943,4.43167,0.0852377,0.906655,0.0553769,1,9/5/18 18:34,9/12/19 16:42,WASP-91
322307342,117.01,,4,5,5,5,5,5,4,,PC,KP,11.7806,0.006,,1,qlp,00:01.5,-58:54:17.01,22.522,0.049,7.594,0.041,2458328.481,.00133.0,3.5855,0.00038,3.173,0.123,6.798766,0.004213,6242.33,6242.33,15.2606,0.655196,668.223,1416,49,603.955,10.2025,5704.8,124.789,3.8427,0.0769219,2.00441,0.105699,1,9/5/18 18:34,9/12/19 16:42,HATS-68
266980320,118.01,,2,5,5,4,4,2,4,,PC,CP,9.179,0.006,,1,spoc,18:14.2,-56:54:14.35,313.918,0.039,-20.177,0.043,2458329.2,.001235.0,6.036061,0.000637,2.123832,0.09961,1.85171,0.061023,1704.034261,1704.034261,4.926376,0.630906,242.435041,1006.395294,0.830483,94.1719,0.2512,5527,126.413,4.38107,0.0800925,1.05168,0.0549497,1,9/5/18 18:34,3/11/19 18:32,
278683844,119.01,,1,5,5,5,2,1,4,,PC,,9.2789,0.006,,2,spoc,36:57.2,-58:00:58.15,51.497,0.042,-205.6,0.049,2458327.616,.002023.0,5.541143,0.000132,3.03471,0.132389,0.679699,0.032176,625.829742,625.829742,2.468596,0.314115,140.124869,877.502889,20.64339,66.6187,0.1003,5130,124.759,4.5453,0.0838474,0.819657,0.048995,"1,2,3,4,5,6",8/30/18 14:18,6/13/19 4:18,CPC
278683844,119.02,,4,5,5,5,2,4,4,,PC,,9.2789,0.006,,2,spoc,36:57.2,-58:00:58.15,51.497,0.042,-205.6,0.049,2458328.046,.002725.0,10.691543,0.000362,3.228321,0.415448,0.586885,0.043266,540.395062,540.395062,1.935791,1.243667,58.334729,704.857857,13.253164,66.6187,0.1003,5130,124.759,4.5453,0.0838474,0.819657,0.048995,"1,2,3,4,5,6",10/19/18 23:49,6/17/19 14:58,CPC
394137592,120.01,,3,5,5,3,4,4,4,,PC,CP,7.1062,0.006,,1,spoc,17:47.3,-66:21:32.14,64.763,0.049,-5.056,0.041,2458332.083,.000707.0,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90616,2389.90616,12.215808,1.480912,413.730599,1150.268323,0.825237,79.5702,0.17345,5479.3,109.815,3.68338,0.0742926,2.33604,0.109628,1,9/5/18 18:34,3/2/19 20:05,
207081058,121.01,,5,5,5,5,5,5,5,,PC,FP,9.9358,0.006,,1,spoc,07:28.2,-41:48:55.84,49.561,0.042,-9.678,0.057,2458336.14,.00037.0,14.775056,0.000529,5.449073,0.03672,15.425729,0.106714,14107.16966,14107.16966,14.783107,2.180077,119.985215,844.115127,0.836588,182.169,1.0865,6073,136.42,4.31707,0.0781365,1.2273,0.0578543,1,9/5/18 18:34,9/12/19 16:45,Warm Jupiter candidate with a possible secondary
231702397,122.01,,2,4,4,2,2,3,4,,PC,,13.084,0.007,,1,spoc,11:47.6,-58:56:45.91,138.138,0.089,-235.81,0.076,2458329.121,.002308.0,5.077677,0.000878,1.155359,0.447793,7.082388,0.848326,6501.890778,6501.890778,2.386458,1.250847,6.457958,406.577702,0.940471,62.118,0.2158,3356,157,4.88974,0.00177315,0.334125,0.0100409,1,9/5/18 18:34,7/27/19 12:00,Small star with a small planet candidate
290131778,123.01,,3,5,5,5,4,5,3,,PC,CP,7.87598,0.011,,1,spoc,18:47.9,-26:36:58.95,23.236,0.157,-57.557,0.152,2458325.376,.000473.0,3.308754,0.000101,5.634728,0.031274,3.455019,0.030544,3177.131896,3177.131896,7.723223,7.723462,1078.917433,1461.728795,0.920341,161.498,2.4235,6356,143.68,3.70157,0.0945856,2.62392,0.132412,1,9/5/18 18:34,6/13/19 4:18,
29831208,124.01,,5,5,5,5,5,5,5,,PC,FP,11.1311,0.006,,1,spoc,26:19.8,-67:48:22.87,7.888,0.108,32.653,0.115,2458326.544,.001148.0,1.84286,0.000046,1.719758,0.104861,2.684587,0.139724,2469.541609,2469.541609,7.09999,9.345614,590.538921,1257.279635,22.854355,809.252,43.8985,5343,122,,,4.09498,,"1,3",9/5/18 18:34,9/12/19 16:45,known TOI
52368076,125.01,,1,5,5,5,4,1,2,,PC,CP,10.1985,0.006,,3,spoc,34:22.4,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458327.433,.001879.0,4.653811,0.000289,2.921928,0.288457,1.094846,0.054923,1007.882466,1007.882466,2.863905,1.099036,188.043192,944.46127,17.438063,111.059,0.442,5280,130.224,4.53596,0.083038,0.852266,0.0497186,"1,2",9/5/18 18:34,6/13/19 4:18,
52368076,125.02,,2,5,5,5,4,4,2,,PC,CP,10.1985,0.006,,3,spoc,34:22.4,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458334.457,.002132.0,9.150607,0.00073,2.907668,0.380794,1.08213,0.066853,996.181819,996.181819,2.861244,1.371003,76.337181,753.882703,14.804296,111.059,0.442,5280,130.224,4.53596,0.083038,0.852266,0.0497186,"1,2",9/5/18 18:34,6/13/19 4:18,second planet (125.02)
52368076,125.03,,1,4,1,5,4,4,1,,PC,,10.1985,0.006,,3,spoc,34:22.4,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458342.852,.003286.0,19.981866,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211139,1046.211139,2.899664,2.696121,26.945604,581.087764,10.261628,111.059,0.442,5280,130.224,4.53596,0.083038,0.852266,0.0497186,"1,2",10/19/18 23:49,3/11/19 18:32,period is likely correct but possibly two independent single transits
70440470,126.01,,4,5,5,5,5,5,4,,PC,KP,12.7923,0.006,,1,spoc,37:57.4,-35:09:15.13,-9.326,0.041,-50.142,0.045,2458326.731,.000948.0,3.035381,0.000203,2.886722,0.077295,18.329994,0.362193,16740.83645,16740.83645,15.044467,15.047709,718.651229,1320.533104,0.860842,573.027,11.688,5957,131.549,4.41491,0.0771517,1.07224,0.053588,1,9/5/18 18:34,9/12/19 16:42,
234523599,127.01,,5,5,5,5,4,5,5,,PC,CP,14.1266,0.007,,1,spoc,02:12.4,-61:45:22.08,78.858,0.087,-27.095,0.064,2458325.65,.000565.0,3.795609,0.000069,2.042805,0.04323,61.846912,0.872572,55371.0846,55371.0846,23.750976,0.342044,54.250581,692.182873,58.1628,140.225,0.86,3402,157,4.78564,0.006258,0.445372,0.01356,"1,2",9/5/18 18:34,6/17/19 14:58,
391949880,128.01,,1,5,5,1,4,4,4,,PC,,7.9849,0.006,,1,spoc,18:05.0,-80:57:51.78,-49.146,0.042,45.307,0.046,2458328.129,.001912.0,4.940663,0.000654,2.202493,0.278214,0.432821,0.030868,398.563168,398.563168,2.766351,0.943072,596.247661,1260.307212,0.854549,68.4727,0.119,6059,125.568,4.3867,0.0809629,1.12777,0.0495226,1,9/5/18 18:34,3/11/19 18:32,There is a nearby (2arcsec) comoving dMag~2.5 star. If the signal originates from either the target star or nearby star it could still be a small planet.
201248411,129.01,,3,5,5,3,2,4,4,,PC,,9.9005,0.006,,1,spoc,00:44.5,-54:49:50.96,-202.815,0.031,-71.518,0.029,2458354.552,.000149.0,0.980981,0.00001,0.743316,0.014155,7.657951,0.131193,7028.41767,7028.41767,9.218137,2.036007,750.612716,1334.976832,108.864296,61.7856,0.0805,4486,126.432,4.51652,0.102202,0.764401,0.0628191,2,9/5/18 18:34,6/17/19 14:58,TOI 129.01
263003176,130.01,,1,4,1,5,2,3,4,,PC,,7.4371,0.006,,1,spoc,50:11.2,-83:44:37.56,139.424,0.056,30.476,0.042,2458336.56,.002205.0,14.339928,0.003271,4.653356,0.530555,0.446679,0.026551,411.321986,411.321986,2.36279,1.131195,115.245191,835.651991,0.805803,57.5846,0.0945,6295.7,109.514,4.41613,0.0798893,1.13742,0.0451659,1,9/5/18 18:34,6/13/19 4:18,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.
235037761,131.01,,5,5,5,5,5,5,5,,PC,FP,9.8567,0.006,,1,spoc,35:18.9,-64:33:42.9,192.826,1.943,-31.069,1.785,2458326.069,.000449.0,6.240662,0.000179,1.569129,0.040222,9.940196,0.251547,9113.476719,9113.476719,12.720704,4.591968,66.843455,729.26349,0.815768,,,4174,172,,,0.903104,0.188582,1,9/5/18 18:34,9/12/19 16:45,V shaped
89020549,132.01,,2,4,4,2,2,4,4,,PC,,10.8061,0.006,,1,spoc,33:35.9,-43:26:12.74,35.553,0.043,-53.055,0.054,2458326.904,.001768.0,2.109307,0.00025,2.068328,0.357938,1.498733,0.091942,1379.431961,1379.431961,3.307084,1.646429,687.428912,1305.950446,0.845486,163.678,0.987,5304,130.477,4.45011,0.083551,0.940806,0.0527538,1,9/5/18 18:34,8/11/19 12:00,Possible centroid shift toward faint star to the SE
219338557,133.01,,2,4,4,2,2,4,4,,PC,,9.9762,0.006,,1,spoc,37:35.4,-58:57:18.28,196.638,0.043,-102.545,0.044,2458327.291,.002752.0,8.1952,0.001473,2.309555,0.457632,1.028066,0.089231,946.435776,946.435776,2.160801,1.917926,24.583945,567.914087,0.821221,48.6326,0.06345,4281,118.638,4.6376,0.105478,0.650533,0.0558995,1,9/5/18 18:34,9/6/19 12:00,
234994474,134.01,,1,5,5,5,2,1,4,,PC,,9.22978,0.007,,1,spoc,20:06.9,-60:03:56.63,-319.961,0.102,-127.781,0.115,2458326.033,.001456.0,1.401461,0.000137,1.264937,0.207902,0.614161,0.041098,565.503282,565.503282,1.583888,0.360332,151.581705,894.914298,0.823193,25.1496,0.0239,3746,157,4.65374,0.011186,0.597007,0.01815,1,9/5/18 18:34,6/13/19 4:18,Level 1 candidate
267263253,135.01,,5,5,5,5,4,5,5,,PC,CP,9.2205,0.006,,1,spoc,29:18.9,-76:18:14.52,-2.97,0.037,6.961,0.031,2458325.784,.000208.0,4.126904,0.000057,4.492686,0.016126,10.9872,0.036277,10068.55437,10068.55437,15.947767,2.122716,1454.030397,1574.936764,0.777657,196.852,0.774,6792,132.398,4.20107,0.0841566,1.58737,0.0647537,1,9/5/18 18:34,6/17/19 14:58,
410153553,136.01,,1,5,5,5,4,1,4,,PC,CP,11.9238,0.008,,1,spoc,41:59.1,-69:10:19.59,334.357,0.083,-726.974,0.086,2458325.726,.000322.0,0.46291,0.000011,0.520794,0.106125,5.094966,0.19426,4681.643995,4681.643995,1.267697,0.366063,64.621812,723.126924,0.817114,14.8846,0.0113,3004,157,5.08528,0.0291861,0.188624,0.00571031,1,9/5/18 18:34,6/13/19 4:18,Level 1 target. Potential short period small planet around an M dwarf.
176957796,137.01,,5,5,5,5,5,5,5,,PC,FP,10.702,0.006,,1,spoc,45:11.4,-66:14:17.98,18.528,0.048,-67.531,0.041,2458327.369,.004306.0,4.819018,0.001436,3.035372,0.275922,1.959621,0.17443,1803.249732,1803.249732,4.458667,0.842854,99.16949,804.848741,0.883885,88.8838,0.19925,4651,174.202,4.62869,0.122981,0.690721,0.0717588,1,9/5/18 18:34,9/12/19 16:45,
277683130,138.01,,5,5,5,5,5,5,5,,PC,FP,9.5739,0.006,,1,spoc,55:42.2,-61:40:23.73,-23.8,2,2.8,1.9,2458328.059,.000797.0,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005937,3722.005937,8.294924,8.305693,267.799076,1031.744158,0.857179,128.488,,5722,,,,1.11119,,1,9/5/18 18:34,9/12/19 16:45,
62483237,139.01,,1,4,1,5,4,3,1,,PC,,9.3636,0.006,,1,spoc,25:36.6,-34:54:34.97,26.43,0.071,-30.255,0.08,2458334.896,.001811.0,11.058421,0.00257,2.136519,0.327214,1.48535,0.109118,1367.122742,1367.122742,2.687866,1.814681,24.043659,564.767748,0.888537,42.4061,0.0763,4405,120.349,4.58582,0.101468,0.700727,0.0575277,1,9/5/18 18:34,6/13/19 4:18,Level 1 candidate
140068425,140.01,,3,4,4,3,4,4,4,,PC,,9.7828,0.006,,1,spoc,01:12.4,-49:03:36.28,32.489,0.077,-15.438,0.075,2458327.399,.001311.0,2.28139,0.000207,0.859711,0.116683,1.170393,0.107399,1077.390775,1077.390775,5.069735,5.087404,1742.578534,1647.850619,0.832334,337.105,5.7035,6231,129.085,3.77323,0.0875416,2.35511,0.11186,1,9/5/18 18:34,8/21/19 12:00,
403224672,141.01,,1,5,5,5,4,1,2,,PC,CP,7.384,0.006,,1,spoc,35:56.1,-59:51:53.38,-108.388,0.05,-84.419,0.064,2458325.539,.001209.0,1.007908,0.000085,1.534232,0.161406,0.239317,0.011465,220.394479,220.394479,1.974088,0.429755,2928.328886,1876.180909,0.795608,48.0883,0.0989,5795.29,110.929,4.34751,0.0740123,1.13187,0.0489196,1,9/5/18 18:34,7/31/19 10:32,
425934411,142.01,,3,5,5,3,1,4,4,,PC,,14.7109,0.007,,1,spoc,18:25.4,-62:50:52.35,6.11,0.068,5.18,0.059,2458325.49,.000851.0,0.853319,0.000024,1.139772,0.074358,30.666931,1.798922,27850.1182,27850.1182,21.80123,12.37259,516.976666,1216.150954,22.001486,320.237,4.469,3630,157,4.6444,0.0119701,0.608076,0.0190377,"1,2",9/5/18 18:34,6/17/19 14:58,Gaia stellar radii 0.69 Rsun.
25375553,143.01,,5,5,5,5,5,5,5,,PC,KP,9.77486,0.006,,1,spoc,55:04.3,-22:36:45.36,12.885,0.101,-4.311,0.105,2458325.582,.000343.0,2.310894,0.000055,3.422324,0.025078,7.560571,0.050386,6939.353936,6939.353936,17.627707,3.516223,4218.115431,2055.414257,0.873101,298.109,6.691,6510,133.533,3.98198,0.0918406,1.95411,0.0941057,1,9/5/18 18:34,9/12/19 16:42,
261136679,144.01,,1,5,5,5,4,1,1,,PC,CP,5.1054,0.006,,1,spoc,37:11.8,-80:27:52.57,311.187,0.127,1048.84,0.136,2458325.505,.001062.0,6.267726,0.000099,2.934834,0.265566,0.314561,0.019027,289.67936,289.67936,1.72231,0.876033,253.454047,1017.640909,13.214754,18.2702,0.0226,5992.1,103.582,4.3589,0.0737832,1.14889,0.0450252,"1,4",9/5/18 18:34,8/14/19 16:04,Pi Men c
265612438,145.01,,3,4,4,3,2,4,4,,PC,,11.6789,0.006,,1,qlp,12:41.9,-55:58:43.69,-5.816,0.065,-4.917,0.063,2458327.05,.00317.0,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.1,3376.1,10.357,0.365187,502.844,1319,22,438.421,8.695,5507,123.772,4.02478,0.0779643,1.585,0.0827639,1,9/5/18 18:35,8/27/19 12:00,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
355636844,146.01,,3,4,3,3,2,4,4,,PC,,10.241,0.019,,1,qlp,53:12.5,-56:00:48.02,72.2,2,-39.62,2,2458330.556,.00445.0,6.29632,0.00401,2.938,0.305,1.063811,0.002052,979.326,979.326,,,355.48,1209,15,,,,,,,,,1,9/5/18 18:35,6/17/19 14:58,Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.
220435095,147.01,,3,4,3,3,2,4,4,,PC,,11.8999,0.006,,1,qlp,54:34.0,-57:30:48.43,5.001,0.053,22.236,0.054,2458326.611,.00143.0,3.42316,0.00033,1.95,0.406,10.565467,0.019652,9683.96,9683.96,26.5768,1.73554,414.297,1256,42,820.079,16.5695,5620.9,134.514,3.60392,0.0834763,2.61261,0.158683,1,9/5/18 18:35,10/11/19 12:00,
393940766,148.01,,3,4,3,3,2,3,4,,PC,,11.7835,0.006,,1,qlp,33:17.0,-38:09:35.38,22.348,0.07,-25.839,0.072,2458327.331,.00241.0,4.8661,0.00101,3.215,0.228,5.473965,0.005114,5029.02,5029.02,9.70106,3.16125,326.71,1184,26,395.257,9.729,6060,133.549,4.3722,0.0858063,1.14676,0.0591859,1,9/5/18 18:35,6/17/19 14:58,Planet candidate around 393940766 to the NW.
260985861,149.01,,3,5,5,3,2,4,4,,PC,,10.14,0.018,,1,qlp,06:32.6,-80:46:05.21,-5.5,2.3,18.2,2.2,2458327.402,.002.0,3.34024,0.00049,4.077,0.323,5.532205,0.00291,5082.39,5082.39,,,691.777,1428,13,,,,,,,,,1,9/5/18 18:35,6/17/19 14:58,Source is apparently 260985864- which may be a planet depending on host star size.
271893367,150.01,,3,5,5,3,2,4,4,,PC,,10.9031,0.006,,1,qlp,31:51.7,-73:36:21.73,-15.215,0.029,27.144,0.033,2458326.278,.00139.0,5.85758,0.00053,5.818,0.107,8.048769,0.001065,7385.78,7385.78,14.9738,0.259698,665.638,1415,36,336.267,1.916,5982.9,108.769,4.02891,0.0751965,1.67987,0.0741256,1,9/5/18 18:34,6/17/19 14:58,
382302241,151.01,,5,5,5,5,2,5,5,,PC,PC,11.0264,0.006,,1,qlp,33:23.8,-58:44:42.33,28.992,0.046,25.403,0.06,2458326.049,.00331.0,1.59783,0.00034,1.49,0.296,1.862211,0.004951,1713.69,1713.69,3.59995,0.207255,482.823,1305,10,137.504,0.4555,5144.67,129.999,4.60987,0.0888438,0.765346,0.0491457,1,9/5/18 18:34,6/17/19 14:58,Large with possible synchronization
403287048,152.01,,5,5,5,5,5,5,5,,PC,FP,11.3569,0.006,,1,qlp,09:25.8,-62:20:04.03,-34.716,0.036,-109.526,0.047,2458327.923,.00494.0,7.00776,0.00315,2.68,0.824,3.988702,0.019543,3666.99,3666.99,8.1288,0.625284,302.511,1161,16,376.849,4.5095,6343,135.697,4.34409,0.0860272,1.25076,0.0565176,1,9/5/18 18:34,9/12/19 16:45,
231081369,153.01,,3,5,5,3,5,4,5,,PC,FP,11.7349,0.006,,1,qlp,32:17.7,-66:54:58.68,12.131,2.933,15.615,2.933,2458329.848,.00204.0,7.63227,0.00108,1.656,0.427,6.905284,0.023235,6339.82,6339.82,,,93.2859,865,11,436.225,,6142.92,,,,1.48728,,1,9/5/18 18:34,9/12/19 16:45,
389525208,154.01,,5,5,5,5,5,5,5,,PC,FP,10.0704,0.006,,1,qlp,53:02.8,-38:35:41.72,-5.023,0.069,-10.868,0.059,2458329.36,.00111.0,6.74709,0.00067,2.343,0.136,21.404148,1.705945,19520.9,19520.9,41.3396,11.9422,433.263,1271,40,402.734,8.073,6149,133.402,3.68593,0.0838917,2.57134,0.125276,1,9/5/18 18:34,9/12/19 16:45,
129637892,155.01,,3,4,3,3,4,4,4,,PC,,9.0284,0.006,,1,qlp,24:27.6,-37:51:00.65,7.193,0.049,-6.279,0.051,2458326.744,.0038.0,5.43636,0.00194,5.974,0.257,8.97499,0.245404,8232.2,8232.2,18.3741,3.17363,10411.9,2814,27,187.131,1.351,6540,130.716,4.06263,0.0867589,1.79013,0.0780654,1,9/5/18 18:34,7/27/19 12:00,
220518305,156.01,,5,5,5,5,5,5,5,,PC,FP,10.294,0.006,,1,qlp,45:52.2,-64:19:14.47,29.82,0.042,4.632,0.046,2458336.132,.00186.0,14.14893,0.00189,3.765,0.23,20.427239,1.80382,18638.3,18638.3,21.7799,6.58308,250.72,1108,40,234.138,1.3405,6241.6,138.407,4.30897,0.088144,1.27627,0.0643718,1,9/5/18 18:34,9/12/19 16:45,Warm Jupiter candidate with a period of about 14 days
140691463,157.01,,3,5,5,3,2,4,4,,PC,,12.0166,0.006,,1,qlp,54:48.3,-76:40:50.18,11.712,0.035,-18.922,0.05,2458326.546,.00053.0,2.08457,0.00009,1.788,0.046,14.527606,0.005244,13291.3,13291.3,14.4073,0.347154,359.167,1212,88,355.683,2.826,5638,133.93,4.35019,0.0823582,1.10646,0.0579346,1,9/5/18 18:34,6/17/19 14:58,
403136413,158.01,,4,5,5,5,2,4,4,,PC,,11.2314,0.006,,1,qlp,14:18.9,-55:22:44.33,-8.312,0.043,4.153,0.053,2458326.378,.00219.0,2.51266,0.00045,2.411,0.173,3.033449,0.002942,2790.01,2790.01,13.3617,0.731867,793.471,1478,22,601.367,11.559,6115.77,122.691,3.80966,0.0847652,2.21081,0.112362,1,9/5/18 18:34,6/17/19 14:58,
