time,time,flux,flux_err
1325.2982230954112,1325.2982230954112,1.0000321451625829,5.884080438271621e-05
1325.3058619408398,1325.3058619408398,1.0000675529014402,5.371336199316213e-05
1325.3128063460026,1325.3128063460026,1.0000212421736792,5.3713075764174474e-05
1325.319750751422,1325.319750751422,0.9999289060223406,5.3711431023553574e-05
1325.3266951570733,1325.3266951570733,0.9999821787232728,5.37134032037157e-05
1325.3336395629353,1325.3336395629353,0.9999377026480503,5.371520315171587e-05
1325.3405839690056,1325.3405839690056,0.9998753091612063,5.371452318658664e-05
1325.34752837531,1325.34752837531,0.9999546412763711,5.371840119815604e-05
1325.3544727818696,1325.3544727818696,1.0000348924061382,5.372308632857159e-05
1325.361417188639,1325.361417188639,1.0000835548210563,5.372698438132403e-05
1325.3683615956184,1325.3683615956184,1.0001064208606718,5.3728061908867855e-05
1325.37530600276,1325.37530600276,0.9999981045031469,5.372789082017594e-05
1325.3822504102047,1325.3822504102047,1.0000206001660135,5.3731855285465936e-05
1325.389194817789,1325.389194817789,0.999901850939206,5.3730540722201364e-05
1325.3961392256062,1325.3961392256062,1.0000755826699275,5.37374203008651e-05
1325.4030836336565,1325.4030836336565,0.9999596930789734,5.373593252138149e-05
1325.4100280418693,1325.4100280418693,0.9999392577886173,5.373701255269903e-05
1325.416972450292,1325.416972450292,1.0000808848398683,5.374202956803846e-05
1325.4239168589704,1325.4239168589704,1.0000456497129906,5.374389603377902e-05
1325.4308612677653,1325.4308612677653,0.9999314830817312,5.37429310642513e-05
1325.4378056767705,1325.4378056767705,0.9999965785180465,5.374367895377098e-05
1325.4447500860308,1325.4447500860308,1.0000338353031806,5.374854743505195e-05
1325.451694495408,1325.451694495408,1.0000155230438525,5.374878602032589e-05
1325.4586389050178,1325.4586389050178,1.0000562028076845,5.375205346715946e-05
1325.4655833148374,1325.4655833148374,1.0000630107650312,5.375261090487867e-05
1325.4725277247737,1325.4725277247737,0.999924411189667,5.374993025419097e-05
1325.4794721349422,1325.4794721349422,1.000108708886722,5.3758078483944186e-05
1325.486416545274,1325.486416545274,0.99993046870428,5.3754358245844306e-05
1325.4933609558152,1325.4933609558152,0.9999374322776842,5.37551144400805e-05
1325.5003053665196,1325.5003053665196,0.9999653067805243,5.3756148288221e-05
1325.5072497773867,1325.5072497773867,0.9998987709228654,5.375575693820864e-05
1325.5141941884172,1325.5141941884172,1.0000104783843782,5.375932095703227e-05
1325.5211385996568,1325.5211385996568,1.0000318773165382,5.376010872115358e-05
1325.5280830110828,1325.5280830110828,1.000015140276445,5.376298324767164e-05
1325.5350274226018,1325.5350274226018,1.0001178467680636,5.376542745419423e-05
1325.5419718343774,1325.5419718343774,0.9999740614126169,5.376318281227685e-05
1325.548916246269,1325.548916246269,0.999983907742773,5.376385686029735e-05
1325.555860658324,1325.555860658324,0.9999360036545774,5.3761144800393636e-05
1325.5628050705418,1325.5628050705418,1.0000304902928359,5.376602575511534e-05
1325.5697494829456,1325.5697494829456,1.0000995033797357,5.376885426180523e-05
1325.5766938954894,1325.5766938954894,0.9999095778135398,5.376649451806105e-05
1325.5836383081491,1325.5836383081491,0.999983527161094,5.3768863331602325e-05
1325.5905827210422,1325.5905827210422,1.0001123109391832,5.3773530549683974e-05
1325.5975271340515,1325.5975271340515,0.9999945167193248,5.3771671029119745e-05
1325.6044715472237,1325.6044715472237,1.000015747069184,5.377362523250715e-05
1325.611415960489,1325.611415960489,1.000087128732653,5.377690213174509e-05
1325.6183603739642,1325.6183603739642,0.9998901001293428,5.377262288062182e-05
1325.6253047875787,1325.6253047875787,0.9999895329691961,5.377402342029903e-05
1325.632249201333,1325.632249201333,0.9999741061099929,5.377523718002644e-05
1325.639193615274,1325.639193615274,0.9998652247653474,5.3774038415834686e-05
1325.6461380292842,1325.6461380292842,1.0000576178283467,5.378019808566806e-05
1325.6530824434576,1325.6530824434576,1.000070422733451,5.37798865879044e-05
1325.6600268577472,1325.6600268577472,1.0000117314345118,5.377782470579196e-05
1325.666971272224,1325.666971272224,0.999940976259136,5.3775798176841386e-05
1325.6739156868161,1325.6739156868161,0.9999291025665326,5.377490219688135e-05
1325.6808601015255,1325.6808601015255,1.0000000601654615,5.377723168712151e-05
1325.6878045163971,1325.6878045163971,1.0000463845672496,5.3777586567572675e-05
1325.6947489313854,1325.6947489313854,0.9999089958089741,5.377580056525176e-05
1325.7016933465138,1325.7016933465138,1.0001197687186003,5.3778757032346314e-05
1325.708637761735,1325.708637761735,1.0000694752108306,5.377976439164318e-05
1325.7155821771426,1325.7155821771426,0.9999870894027533,5.377780024551638e-05
1325.7225265926197,1325.7225265926197,1.0000649578987022,5.3780657057867855e-05
1325.7294710082829,1325.7294710082829,0.9999592177088286,5.3779994071165804e-05
1325.736415424017,1325.736415424017,1.0000109555998695,5.378111921697966e-05
1325.7433598398663,1325.7433598398663,1.0000521558148763,5.378293437256804e-05
1325.750304255856,1325.750304255856,0.9999702322498735,5.378158936780886e-05
1325.7572486719623,1325.7572486719623,0.9999188389147132,5.378251165012453e-05
1325.7641930882305,1325.7641930882305,0.9999351481942993,5.3783936727928545e-05
1325.7711375045467,1325.7711375045467,0.9999333003027504,5.378380219080027e-05
1325.7780819210245,1325.7780819210245,1.0001227754982267,5.378977387080653e-05
1325.7850263375735,1325.7850263375735,1.0000030041895216,5.3788831744953206e-05
1325.791970754261,1325.791970754261,0.9999014756676848,5.378415182744138e-05
1325.7989151710892,1325.7989151710892,1.000040504965323,5.378700904401306e-05
1325.805859587987,1325.805859587987,1.0000251630632553,5.3786956766757715e-05
