time,time,flux,flux_err,quality,centroid_col,centroid_row
120.59052260201013,120.59052260201013,0.9998274038456643,1.1111164501285782e-05,8192,798.0973971047828,598.4117259134007
120.70291095086868,120.70291095086868,0.9999496458852454,1.016485210192596e-05,0,798.0979670928325,598.410634427092
120.80508215971786,120.80508215971786,0.9999640127675352,1.017477614113525e-05,0,798.0978233162978,598.4106050291268
120.90725344698293,120.90725344698293,1.0000354894660515,1.0193987623022303e-05,0,798.0979425998111,598.4107032106649
121.00942463268875,121.00942463268875,1.0000870019909562,1.0216716383784495e-05,0,798.0983069561383,598.4118140430669
121.11159587681178,121.11159587681178,1.000150579240118,1.0233420912510516e-05,128,798.0983679175924,598.4114711451227
121.21376711935154,121.21376711935154,1.0001361193537859,1.0248551155737615e-05,8192,798.0978979740227,598.4115281485757
121.31593832025973,121.31593832025973,1.000068992801644,1.0260721304848305e-05,0,798.097428277562,598.4112218390217
121.41810957960988,121.41810957960988,1.0000043628970654,1.0264772232757228e-05,8192,798.0973327515329,598.411143124398
121.5202807973299,121.5202807973299,0.9999458710017148,1.0267301310749744e-05,8192,798.0972309673346,598.4108691090154
121.62245203339553,121.62245203339553,0.9999298640544303,1.0272520003821042e-05,0,798.0970338595951,598.4108120236723
121.72462326787937,121.72462326787937,0.99996082281284,1.0273053576952765e-05,8320,798.0968877593363,598.4110402894028
121.82679446063995,121.82679446063995,0.9999953258254625,1.0273600104242708e-05,0,798.0967054102682,598.4104268529173
121.92896567183925,121.92896567183925,1.0000127821702602,1.0270522928421104e-05,8320,798.0966842988468,598.4102925431673
122.03113690134197,122.03113690134197,0.9999954212577633,1.0271691071113678e-05,8192,798.0967170743107,598.4108605701598
122.1333081092118,122.1333081092118,1.0000197709005847,1.0271305965283803e-05,0,798.0967394030461,598.4106831454376
122.2354793153354,122.2354793153354,1.0000104339527525,1.0269805239585207e-05,128,798.0967999754982,598.410466282817
122.33765051983065,122.33765051983065,0.9999583959487417,1.0268861496463987e-05,8192,798.0965877445426,598.410464946239
122.43982176262652,122.43982176262652,0.999932747907726,1.026891663345012e-05,0,798.0965881658269,598.4108838239068
122.54199292367412,122.54199292367412,0.9999529482486735,1.0270409533625146e-05,0,798.0967639625744,598.4103272792569
122.64416414307053,122.64416414307053,0.9999949561730762,1.0269515108632929e-05,0,798.0970734093704,598.4106056117488
122.74633534074383,122.74633534074383,0.9999928222446515,1.026936072640191e-05,8192,798.097483787152,598.4108311861338
122.84850657662318,122.84850657662318,1.000046224353404,1.027260209365054e-05,8192,798.0970543182533,598.4103881571295
122.95067779085075,122.95067779085075,1.0000227232720384,1.0272861183466355e-05,0,798.096642419232,598.4100263953175
123.05284898326208,123.05284898326208,1.0000708029848782,1.027142992301587e-05,0,798.0964074314157,598.4097308582546
123.15502021394931,123.15502021394931,1.0000440970658704,1.0274892728345974e-05,8192,798.0964110613078,598.409739570336
123.26127823113639,123.26127823113639,0.9999657986142412,1.0275840533672946e-05,128,798.0964091003239,598.4094215715879
123.37979681123397,123.37979681123397,0.999958551337655,1.02817526023352e-05,0,798.0963003473855,598.4089139431971
123.481967996218,123.481967996218,1.0000246994395539,1.0286735911249004e-05,8320,798.0962562806321,598.4081415519698
123.58413919943123,123.58413919943123,1.0000321851784844,1.02903202075397e-05,0,798.0963256727824,598.4072975577154
123.68631036085426,123.68631036085426,1.000031255073054,1.0292567484558933e-05,0,798.0963735139062,598.407060496724
123.78848156043532,123.78848156043532,0.9999994754974038,1.0292450873345094e-05,8192,798.0964335085087,598.40672135213
123.89065273822344,123.89065273822344,0.9999537378420216,1.029453478285609e-05,128,798.096698285664,598.4068626771879
123.99282393414906,123.99282393414906,0.9999264999598093,1.0292273585750487e-05,0,798.0967576581659,598.4064783034981
124.09499508828449,124.09499508828449,0.999952390346173,1.0293800632455288e-05,0,798.0968458308314,598.4059819485008
124.19716630055481,124.19716630055481,1.0000056264596933,1.029150245082237e-05,0,798.0968003264554,598.4059475058463
124.29933749101038,124.29933749101038,1.000048254453736,1.0292625712812105e-05,0,798.0969763084399,598.4062940109791
124.40150865950855,124.40150865950855,1.0001104578210964,1.0290325757292887e-05,0,798.0976274482069,598.4067431656529
124.50367984621553,124.50367984621553,1.0000899317950944,1.0290549012899819e-05,8192,798.0976384094724,598.4064775942336
124.60585101101314,124.60585101101314,0.9999902246247062,1.0291093701292172e-05,8192,798.0973203909607,598.4059299481451
124.70802217392483,124.70802217392483,0.9999564986271071,1.0286971714627958e-05,0,798.0970777481955,598.4052624060864
124.81019333497242,124.81019333497242,0.9999253106460084,1.0284660131200256e-05,128,798.0970399064784,598.4050826886669
124.91236449409044,124.91236449409044,0.9999728777229668,1.0287318827189259e-05,8320,798.0970223268017,598.4049679207405
125.01453565124976,125.01453565124976,0.9999778961800672,1.02878652011794e-05,0,798.0970931337129,598.4046307118972
125.13714104136015,125.13714104136015,1.0000268617775734,1.0284056999001991e-05,0,798.0971693466072,598.4044728890592
125.23931221433013,125.23931221433013,1.0000544516316192,1.0285939759135203e-05,0,798.0972013500038,598.4042903752127
125.34148332532058,125.34148332532058,0.9999944319771845,1.028453505753531e-05,128,798.0972958710283,598.4042705946248
125.44365453440113,125.44365453440113,1.0000002146232285,1.0286240681659687e-05,0,798.0972358253055,598.4037203920764
125.5458256614802,125.5458256614802,0.9999527503477065,1.028509881077531e-05,0,798.0973523162671,598.4036015537429
125.64799684662721,125.64799684662721,0.9999878391877125,1.0284473958599845e-05,8192,798.097146146016,598.4029550034436
125.75016800979355,125.75016800979355,0.9999450031869783,1.0281626085581757e-05,0,798.0967719667117,598.4026186687231
125.85233915095887,125.85233915095887,0.9999546370897132,1.0281417197974366e-05,8192,798.0968147230374,598.4021883988293
125.95451031012199,125.95451031012199,1.0000002025705328,1.0282162916776692e-05,0,798.0970271047948,598.4022317844489
126.05668140730413,126.05668140730413,1.000038350026942,1.0277968200160978e-05,0,798.0975566351996,598.4027473980407
126.15885258250928,126.15885258250928,1.0000689256323714,1.0281093849719607e-05,0,798.0978436729376,598.4027633146759
126.27328423380531,126.27328423380531,1.0000316124982813,1.028132266832144e-05,0,798.0973913197276,598.4022943439753
126.38362909671851,126.38362909671851,0.9999516781572689,1.0277886712720837e-05,128,798.096862150765,598.4017182498436
126.48580020540248,126.48580020540248,0.9999991656554805,1.0271857120064064e-05,128,798.0969988131977,598.401157911914
126.58797131201572,126.58797131201572,0.99998662718992,1.0259889810434046e-05,0,798.0970559500128,598.4005369467602
126.69014245658181,126.69014245658181,0.9999676772655777,1.0256452898613406e-05,0,798.0969212444815,598.4007484090284
126.79231355911907,126.79231355911907,0.9999856027068532,1.0252168822167674e-05,0,798.0968438088337,598.4003596151628
126.89448471951474,126.89448471951474,1.0000035039382755,1.0252702697202038e-05,0,798.0968005122062,598.4001755806892
126.99665583788592,126.99665583788592,1.0001133893399927,1.0257297619848896e-05,8320,798.0969143506951,598.4000718249055
127.09882699416048,127.09882699416048,1.000060472869609,1.0259615599750291e-05,128,798.0968324114226,598.3995336801644
127.2009981282943,127.2009981282943,1.0000622130675692,1.026420293084401e-05,0,798.0965751152164,598.3993849957099
127.30316924037906,127.30316924037906,0.9999841963346807,1.0266573298639569e-05,0,798.0967325651079,598.3996828779101
127.40534033032017,127.40534033032017,0.9999556872608698,1.0275794485207026e-05,8192,798.0966799055445,598.3991678434601
127.50751145812247,127.50751145812247,0.9999410502447901,1.0279525192703574e-05,0,798.0967096870866,598.399344300231
127.63420363351761,127.63420363351761,0.999968438679781,1.0284528452326174e-05,128,798.0968304629663,598.398582878053
127.75272211619885,127.75272211619885,0.9999917757795851,1.0286807582216431e-05,8192,798.0970916861527,598.3985689581582
127.85489319671179,127.85489319671179,1.0000186901942918,1.0289737603620483e-05,0,798.0974630447274,598.3988324149377
127.95706431510625,127.95706431510625,1.0000232207348279,1.0289375741818094e-05,128,798.097450758416,598.3987615065919
128.0592353913351,128.0592353913351,1.0000396716237065,1.0288633438492648e-05,128,798.0972055467661,598.3985980086132
128.16140650532907,128.16140650532907,1.0000259160411649,1.0287752223130102e-05,0,798.0972638303401,598.3977143881236
128.26357761715627,128.26357761715627,1.0000140313668355,1.0286996704777452e-05,0,798.0971982086935,598.3974882060593
128.38209610412304,128.38209610412304,0.9999607541331127,1.0285646053443165e-05,128,798.0970984831893,598.3972654547973
128.48835405550926,128.48835405550926,0.9999680732446571,1.0284380212311347e-05,0,798.0971590768386,598.3963365189185
128.59052512028137,128.59052512028137,0.9999989986661184,1.0281544039287743e-05,128,798.0972618000409,598.3962291971169
128.69269626284367,128.69269626284367,1.000062271354654,1.0277711121764693e-05,8320,798.0972705120561,598.3957453063551
128.8071278150237,128.8071278150237,1.0000034218919656,1.0274608420993938e-05,0,798.097474058699,598.3948601921408
128.91747260061385,128.91747260061385,1.0000039941038976,1.027174438877839e-05,128,798.0975080123056,598.3947701232206
129.01964365602763,129.01964365602763,0.9999657581328485,1.0268230304489618e-05,0,798.0976314149409,598.394904786507
129.12181476918195,129.12181476918195,0.9999694782456856,1.0265741167941603e-05,0,798.0975943213361,598.3950603408523
129.22398584008042,129.22398584008042,0.9999547189902642,1.0261119347138836e-05,0,798.0979200023736,598.3948397390255
129.32615690867095,129.32615690867095,0.9999784685135757,1.0253959915422121e-05,0,798.0978005259933,598.3944740245205
