time,time,flux,flux_err,quality,centroid_col,centroid_row
2384.4634632719535,2384.4634632719535,,,524288,886.0519559892102,560.8715006246488
2384.483895616526,2384.483895616526,237571.62,14.609055,0,886.0290003367884,560.870170852826
2384.5043280606405,2384.5043280606405,237553.08,14.617363,0,886.0075784379184,560.8701258777756
2384.5247603038224,2384.5247603038224,237540.27,14.625834,0,885.9875167680315,560.8687277244495
2384.5451926469977,2384.5451926469977,237583.94,14.632764,0,885.9702136196587,560.8687998329034
2384.56562508925,2384.56562508925,237594.31,14.635358,0,885.9526989881629,560.8666907745929
2384.5860573315003,2384.5860573315003,237621.36,14.640085,0,885.9353966032933,560.864670726424
2384.6064896732787,2384.6064896732787,237588.02,14.644222,0,885.9215646750315,560.8622238068027
2384.626922114134,2384.626922114134,237540.73,14.644013,0,885.9078897173573,560.8596349391597
2384.6473543549873,2384.6473543549873,237572.4,14.648706,0,885.8908813586257,560.8584183792891
2384.667786794904,2384.667786794904,237602.89,14.651,0,885.8770961095332,560.857376931685
2384.688219134827,2384.688219134827,237616.56,14.6513815,0,885.8660652198829,560.855536522039
2384.7086513738177,2384.7086513738177,237623.75,14.651953,0,885.8531790549584,560.854503188012
2384.729083812803,2384.729083812803,237597.34,14.654582,0,885.8358808199433,560.853480849745
2384.749516150863,2384.749516150863,237600.23,14.651796,0,885.8147336694366,560.8538474785469
2384.769948388457,2384.769948388457,237604.47,14.652969,0,885.7993419708221,560.853572773211
2384.7903808260453,2384.7903808260453,237580.73,14.649492,393216,885.7807276276679,560.8531652396714
2384.8108131627087,2384.8108131627087,237643.97,14.645426,0,885.7611574642517,560.8533838687406
2384.8312453989056,2384.8312453989056,237632.22,14.64187,0,885.7412795246822,560.8530009784322
2384.851677834631,2384.851677834631,237657.16,14.641524,0,885.7279034075183,560.8521012076594
2384.8721101698975,2384.8721101698975,237614.6,14.638041,0,885.7179770748731,560.8507352836921
2384.912974839026,2384.912974839026,237166.14,14.541716,0,886.1656178350108,560.839116506718
2384.9334071728954,2384.9334071728954,237209.3,14.542428,0,886.158964916016,560.838403493576
2384.9538396062926,2384.9538396062926,237235.22,14.546802,0,886.1484349267231,560.8372083003684
2384.97427183923,2384.97427183923,237203.44,14.550645,0,886.1450538488627,560.8359802823358
2384.9947041717023,2384.9947041717023,237219.97,14.546628,0,886.1416410297148,560.8347596614337
2385.0151366037026,2385.0151366037026,237212.14,14.55288,0,886.1339742033116,560.8347762761559
2385.0355689352436,2385.0355689352436,237187.72,14.553999,0,886.1255425702228,560.8335280168237
2385.0560011663183,2385.0560011663183,237195.16,14.555469,0,886.1120558168082,560.8337785964218
2385.0764335969216,2385.0764335969216,237201.19,14.563658,0,886.0976022645175,560.832606163181
2385.0968659266,2385.0968659266,237148.0,14.565077,0,886.0831536979133,560.8322345129436
2385.1172982562784,2385.1172982562784,237202.9,14.5743685,0,886.0663753619467,560.8320433805532
2385.137730585484,2385.137730585484,237227.81,14.579316,0,886.0500335143886,560.8308133918687
2385.1581629137654,2385.1581629137654,237167.3,14.579453,0,886.041166395017,560.8303270307159
2385.178595242047,2385.178595242047,237110.88,14.5815525,0,886.0384525541273,560.828598241104
2385.1990275698554,2385.1990275698554,237145.42,14.583382,0,886.0382531737329,560.826992343848
2385.21945989674,2385.21945989674,237166.9,14.58084,0,886.0388398469614,560.826368580214
2385.2398922236243,2385.2398922236243,237182.98,14.580973,0,886.0295015335365,560.8268452786123
2385.26032454957,2385.26032454957,237134.61,14.585845,0,886.017495052358,560.8253667227194
2385.2807568755234,2385.2807568755234,237228.88,14.589505,0,886.0068095483472,560.8248021747223
2385.301189200545,2385.301189200545,237176.73,14.591902,0,885.9982758925908,560.823759303101
2385.321621525094,2385.321621525094,237250.86,14.595008,0,885.9901622068612,560.8242497238148
2385.342053949651,2385.342053949651,237226.19,14.596733,0,885.9801309152353,560.823111799652
2385.362486173275,2385.362486173275,237235.27,14.597212,0,885.9668763797431,560.8230230956799
2385.382918496427,2385.382918496427,237278.98,14.597367,0,885.9554063355062,560.823234467293
2385.403350919587,2385.403350919587,237229.86,14.601413,0,885.946883659062,560.8222816700478
2385.423783141814,2385.423783141814,237358.52,14.60291,0,885.9380534484511,560.822888758499
2385.444215463569,2385.444215463569,237269.48,14.604843,0,885.9284516789052,560.8229947045226
2385.4646478848663,2385.4646478848663,237295.48,14.60498,0,885.9217118710513,560.8221063236642
2385.4850801056964,2385.4850801056964,237301.94,14.605493,0,885.9107903606881,560.8228037547917
2385.50551242652,2385.50551242652,237321.58,14.606997,0,885.9019833031952,560.8208577771967
2385.5259448464203,2385.5259448464203,237326.14,14.606108,0,885.890216699103,560.8200947820293
2385.5463770658534,2385.5463770658534,237317.12,14.608322,0,885.8802124687027,560.8186992091636
2385.566809484815,2385.566809484815,237352.94,14.606709,0,885.8655847524138,560.8182607303212
2385.5872418033177,2385.5872418033177,237394.11,14.606128,0,885.8534087531376,560.8175064000029
2385.6076741213546,2385.6076741213546,237369.69,14.606707,0,885.8439871662196,560.8167721337226
2385.6281064389186,2385.6281064389186,237405.25,14.605836,0,885.8361964581413,560.8166007345544
2385.648538756024,2385.648538756024,237365.88,14.598997,0,885.8239574573454,560.8168421082074
2385.668971072664,2385.668971072664,237414.89,14.599262,0,885.8113950291407,560.816566391225
2385.689403388831,2385.689403388831,237428.81,14.595455,0,885.8025122015424,560.8174653335135
2385.7098357045397,2385.7098357045397,237426.44,14.59478,0,885.7921476345273,560.8178085673919
2385.7302680197827,2385.7302680197827,237438.5,14.594002,0,885.7863082740865,560.8180204030779
2385.750700434088,2385.750700434088,237428.75,14.589868,0,885.7784848098335,560.8180427593995
2385.7711326483986,2385.7711326483986,237461.69,14.587668,0,885.7753015166807,560.8169137066129
2385.7915650622454,2385.7915650622454,237418.05,14.581801,0,885.7699068890422,560.8151424517613
2385.8119973756184,2385.8119973756184,237450.61,14.58457,0,885.7662405021881,560.8147831409938
2385.8324295885322,2385.8324295885322,237420.94,14.583419,0,885.7637158612313,560.8134711109161
2385.852862000509,2385.852862000509,237434.94,14.579,0,885.7587949281857,560.8133151977449
2385.8732943124924,2385.8732943124924,237450.47,14.579596,0,885.7537718624654,560.8126201503613
2385.8937265240093,2385.8937265240093,237387.11,14.570113,393216,885.7435623633061,560.8120570622908
2385.9141589345963,2385.9141589345963,237420.61,14.568585,0,885.7290967860413,560.8121090447728
2385.9345912451754,2385.9345912451754,237465.77,14.564649,0,885.7163692566552,560.8119662642928
2385.9550234552953,2385.9550234552953,237428.9,14.555011,0,885.7021946314361,560.8113920374667
2385.975455864478,2385.975455864478,237430.23,14.545025,0,885.6898430245639,560.8108040220462
2385.9958880736667,2385.9958880736667,237470.45,14.540093,0,885.679020875679,560.8111207371652
2386.0163203819247,2386.0163203819247,237459.52,14.52689,0,885.6648592453917,560.8121888784557
2386.0367527901835,2386.0367527901835,237505.34,14.513582,0,885.6509806740654,560.8126906300604
2386.057184997502,2386.057184997502,237540.05,14.506279,0,885.6365362787606,560.8129311455144
2386.0776174048297,2386.0776174048297,237555.67,14.496199,0,885.6224720071621,560.8127372699197
2386.0980497112178,2386.0980497112178,237621.25,14.489073,8192,885.6105633305365,560.81096288603
2386.138914323077,2386.138914323077,237107.81,14.279733,0,886.5014529956362,560.7951876177406
2386.1593466285412,2386.1593466285412,237085.67,14.296042,0,886.4897799196185,560.7943528839448
2386.1797789330667,2386.1797789330667,237112.77,14.305661,0,886.4795165241501,560.7940784794259
2386.2002112375994,2386.2002112375994,237147.33,14.32123,0,886.4657281510044,560.7943311224032
2386.2206435411936,2386.2206435411936,237150.89,14.335116,0,886.4494187370937,560.794293901832
2386.2410758443293,2386.2410758443293,237109.69,14.348944,0,886.4366506021879,560.7944353511682
2386.261508247466,2386.261508247466,237180.1,14.357994,0,886.4270080729831,560.793850557622
2386.2819404496695,2386.2819404496695,237150.28,14.368869,393216,886.4131308002208,560.7935848154816
2386.302372751401,2386.302372751401,237115.98,14.381687,0,886.3960122996825,560.793998479266
2386.3228051531405,2386.3228051531405,237188.92,14.396819,0,886.3792346087491,560.7944818878576
2386.34323735394,2386.34323735394,237188.89,14.402272,0,886.3689512313921,560.7947740254974
2386.3841020546242,2386.3841020546242,237067.72,14.535756,0,886.099850733779,560.7996344409714
2386.404534254034,2386.404534254034,237016.62,14.536427,0,886.1030393009959,560.7980311377793
2386.424966652972,2386.424966652972,237004.08,14.535744,0,886.1029941433787,560.7968999139877
2386.4453989514514,2386.4453989514514,237051.0,14.539208,0,886.094187386742,560.796219249043
2386.4658311499225,2386.4658311499225,237017.14,14.542269,0,886.0836876732631,560.7955636089895
2386.486263547471,2386.486263547471,237002.47,14.543593,0,886.0732680911779,560.7954479957124
2386.506695844553,2386.506695844553,236956.12,14.547028,0,886.0616600133964,560.7950806246755
2386.527128041169,2386.527128041169,236958.53,14.552312,0,886.0516627523555,560.7946614049591
2386.547560437313,2386.547560437313,236957.52,14.552404,0,886.0408860630131,560.794900236534
2386.5679927329984,2386.5679927329984,236954.27,14.555038,0,886.0322557483956,560.7951029498954
2386.5884250286763,2386.5884250286763,236991.48,14.558065,0,886.0238983878313,560.7971959925741
2386.60885732343,2386.60885732343,236997.1,14.562567,0,886.006512158787,560.7980016129325
2386.6292896177183,2386.6292896177183,237011.61,14.564928,0,885.9981444715213,560.7984792904263
2386.6497220115343,2386.6497220115343,237072.08,14.565632,0,885.9897290286751,560.7991493855461
2386.6701542048904,2386.6701542048904,237021.62,14.570567,0,885.9781103091976,560.7984779727444
2386.6905864977816,2386.6905864977816,237033.98,14.569466,0,885.972955204834,560.7984633819955
2386.7110187902,2386.7110187902,237000.86,14.57183,0,885.9705851298778,560.7966034436168
2386.7314510821598,2386.7314510821598,237009.61,14.571353,0,885.9644096844196,560.796463498403
2386.751883373654,2386.751883373654,237043.78,14.572049,0,885.9593072909153,560.7961564696153
2386.772315665141,2386.772315665141,237009.56,14.573949,0,885.9548439483386,560.7963855281972
2386.792747955704,2386.792747955704,237008.0,14.574047,0,885.9499065813726,560.7969629080466
2386.813180245801,2386.813180245801,237027.67,14.570475,0,885.9466412034659,560.7963264656082
2386.833612635426,2386.833612635426,237078.72,14.572923,0,885.9388851282707,560.7963673376195
2386.8540448245913,2386.8540448245913,237070.94,14.573649,0,885.931210811818,560.7968026861125
2386.8744771132915,2386.8744771132915,237048.17,14.574096,0,885.9252657097073,560.7962792398467
2386.8949095015196,2386.8949095015196,237056.08,14.575955,0,885.9181261775167,560.7967064810284
2386.9153416892877,2386.9153416892877,237120.2,14.576818,0,885.9102835545644,560.7974674512118
2386.935773976591,2386.935773976591,237054.36,14.57811,0,885.9021906313236,560.7979819939486
