class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,MeanFluxSep
not,238872406,0.472694175,0.566309181,0.458961013,0.128316337,0.666666667,0.150702334
toi,12862099,0.811065755,0.696834946,0.58543842,0.327563943,0.666666667,0.042750956
not,197594519,0.293347308,0.52262621,0.408333653,0.092048322,0.333333333,0
not,300290733,0.509521183,0.822652367,0.568379254,0.380005792,0.333333333,0
toi,102195674,0.694472639,0.884645566,0.768223765,0.867765994,0.333333333,0
not,43866397,0.249746249,0.63819775,0.495992497,0.181529378,0.333333333,0
not,160004049,0.113989409,0.638624117,0.562761429,0.225878756,0.333333333,0
not,141611276,0.368446602,0.841485744,0.636797205,0.486428843,0.333333333,0
not,158072072,0.341107679,0.768435783,0.536744562,0.29868414,0.333333333,0
toi,55383975,0.685315534,0.664127648,0.63967689,0.34884794,0.333333333,0
not,206686962,0.040269197,0.471177086,0.396158794,0.074052022,0.333333333,0
not,350434027,0.55701677,0.817682448,0.530124077,0.332598437,0.333333333,0
not,198076363,0.619770521,0.406251635,0.334191893,0.044976995,0.333333333,0
not,139770629,0.140622242,0.580028773,0.428781503,0.119391302,0.333333333,0
not,234991587,0.299988967,0.417473189,0.386436896,0.059206514,0.333333333,0
not,231079905,0.459543248,0.906144389,0.647214272,0.587820931,0.666666667,0.035954812
not,365779699,0.538133274,0.132356788,0.092306781,0.002406419,0.333333333,0
not,38515255,0.614276258,0.362804081,0.350131956,0.041464792,0.333333333,0
not,7445600,0.455649823,0.234894062,0.284681544,0.018087218,0.666666667,0.088159343
not,141768040,0.594715357,0.58462464,0.482863089,0.147884055,0.333333333,0
not,452501166,0.268534863,0.707062516,0.551832574,0.265215355,0.333333333,0
toi,201604954,0.763779788,0.728223908,0.689914481,0.477050581,0.333333333,0
not,259698709,0.281398941,0.718294533,0.764312135,0.486212906,0,0
not,220389296,0.466504854,0.823698666,0.595349275,0.413078312,0.666666667,0.069519752
not,302444623,0.744869815,0.113523411,0.0534673,0.001205932,0.333333333,0
toi,172464366,0.666758605,0.839916296,0.882685985,0.997622742,0.333333333,0
not,231286084,0.332325684,0.756212399,0.546436478,0.298156798,0,0
not,373985178,0.97288173,0.042898247,0.028056353,0.000396583,0.333333333,0
not,309781635,0.853883495,0.123724823,0.051504513,0.001236216,0.333333333,0
not,160301040,0.199327008,0.709390531,0.442386442,0.183159895,0.333333333,0
not,280046713,0.335094881,0.859272822,0.608899131,0.470244902,0.333333333,0
not,389790856,0.573819506,0.539958148,0.388167496,0.089452148,0.333333333,0
toi,439456714,0.737389673,0.222861627,0.278086858,0.019052197,0,0
not,122574885,0.492180053,0.167930944,0.120020081,0.00395597,0.333333333,0
not,370113676,0.595476611,0.627313628,0.459266413,0.154329598,0.333333333,0
toi,55652896,0.7201015,0.57801988,0.472359563,0.160144807,0.666666667,0.057310986
not,141121236,0.373841571,0.651059377,0.473587438,0.174193188,0.333333333,0
not,300867814,0.444152692,0.907925713,0.670816526,0.628989211,0.333333333,0
not,38707482,0.607127096,0.466387654,0.460040371,0.093534123,0.333333333,0
not,123089572,0.184002648,0.623502485,0.391470417,0.116980759,0.333333333,0
toi,425997655,0.40859444,0.522364635,0.395408542,0.100043711,0.333333333,0
toi,200807066,0.425474404,0.809312059,0.783807528,0.743720226,0.333333333,0
not,63974991,0.630075022,0.131310489,0.097473478,0.002552877,0.333333333,0
toi,120896927,0.360536187,0.617106984,0.500323877,0.198601894,0.333333333,0
not,157324520,0.087389673,0.71870259,0.551762151,0.273822924,0,0
not,375034557,0.065765666,0.810096783,0.642919149,0.456474156,0.333333333,0
not,229098638,0.312842012,0.567930944,0.468289656,0.133417385,0.333333333,0
not,144370079,0.531416593,0.087889092,0.045724227,0.000882442,0.333333333,0
not,394134589,0.445739188,0.234370913,0.268962512,0.016524475,0.666666667,0.064707595
not,308183430,0.488157546,0.27386869,0.349575543,0.029418705,0.666666667,0.085055008
not,149444341,0.778552515,0.140988752,0.161367606,0.005139762,0.333333333,0
not,294873759,0.429931598,0.786842794,0.916091718,0.811865473,0.333333333,0
toi,279425357,0.72342233,0.854724039,0.721047145,0.718953951,0.666666667,0.13623771
not,382572066,0.451710062,0.834946377,0.861900661,0.822688862,0.333333333,0
not,170636897,0.664320388,0.078995553,0.073860764,0.001377719,0.333333333,0
not,390531051,0.759355693,0.040020926,0.012881183,0.000208521,0.666666667,0.02143158
toi,278866211,0.575463372,0.894585404,0.639133027,0.64087485,0.333333333,0
not,260300455,0.435425861,0.761443892,0.544589436,0.300599164,0.333333333,0
not,38843695,0.657093998,0.446769553,0.366634709,0.060091857,0.333333333,0
not,307218058,0.583462048,0.275176563,0.283042285,0.021146597,0,0
not,232048034,0.472517652,0.362464033,0.332317658,0.038077606,0.333333333,0
not,38679565,0.842718447,0.167407795,0.121655853,0.004014046,0.333333333,0
not,382159772,0.515545013,0.63915773,0.693840056,0.326921177,0.333333333,0
not,370114320,0.750573698,0.137065132,0.191455077,0.006425575,0.333333333,0
toi,55652896,0.7201015,0.57801988,0.472359563,0.160144807,0.333333333,0
not,349945315,0.496546778,0.475935129,0.433643498,0.087419684,0,0
toi,270380593,0.626974846,0.554538321,0.504185304,0.166468015,0.333333333,0
not,219152539,0.300110327,0.619782893,0.650135791,0.275214015,0.333333333,0
not,150439989,0.412687555,0.924666492,0.761557958,0.821419756,0.333333333,0
not,364540782,0.340423654,0.917865551,0.778271283,0.840213888,0.333333333,0
not,277298771,0.595410415,0.275699712,0.424123108,0.040752199,0.333333333,0
not,150029272,0.411771845,0.839837824,0.70620945,0.58187697,0.666666667,0.080078082
not,267083739,0.267928067,0.615576772,0.480642316,0.1610032,0,0
not,300559291,0.728232568,0.145173947,0.141515216,0.004387845,0.333333333,0
not,59605887,0.096888791,0.556892493,0.525973288,0.157219749,0,0
not,166841803,0.319814651,0.776157468,0.50704407,0.276479712,0.333333333,0
not,294054503,0.554953663,0.84514779,0.565772895,0.399235587,0.333333333,0
toi,32499655,0.937488967,0.529427151,0.530905706,0.168127598,0.333333333,0
not,13985155,0.305119153,0.809312059,0.609005114,0.414150423,0.333333333,0
not,28796187,0.470414828,0.153805912,0.236071358,0.009485408,0.333333333,0
toi,362249359,0.562477935,0.288778446,0.334023156,0.033303821,0.333333333,0
not,300449121,0.475551633,0.875490453,0.645917368,0.543212807,0.333333333,0
toi,101230735,0.509421889,0.751216322,0.707562135,0.53109062,0.333333333,0
not,25116423,0.759267432,0.176562909,0.197637683,0.008095566,0.333333333,0
toi,184240683,0.716968226,0.763732671,0.67621332,0.506674954,0,0
not,235066737,0.300143425,0.640721946,0.516100085,0.195731998,0,0
not,231925611,0.295322154,0.784438922,0.591192907,0.368475871,0.333333333,0
not,130297237,0.494549868,0.64452001,0.408249982,0.133310552,0.666666667,0.063081732
not,201292718,0.353993822,0.593947162,0.434937613,0.127535174,0,0
toi,55559618,0.628993822,0.69369605,0.479141812,0.23001922,0.333333333,0
not,220616718,0.201886584,0.675647397,0.517666828,0.217516295,0.333333333,0
not,9210746,0.406058032,0.154329061,0.300425677,0.013824273,0.333333333,0
not,167309586,0.563470874,0.639092336,0.454358399,0.156876523,0.333333333,0
not,403121771,0.424352383,0.245618624,0.357965674,0.027260126,0,0
not,219394387,0.327471315,0.756829715,0.593560803,0.344816328,0.333333333,0
not,150100106,0.946359223,0.0609469,0.055180468,0.000888644,0.333333333,0
not,278727563,0.590059576,0.502223385,0.375346277,0.075055183,0.333333333,0
not,177117281,0.522120477,0.840962595,0.567487458,0.397102732,0.333333333,0
not,376935746,0.837356575,0.074025634,0.044401524,0.000780236,0.333333333,0
not,302964354,0.358616505,0.507193304,0.401432172,0.085167116,0.333333333,0
toi,63898957,0.440413725,0.804159037,0.805959482,0.771691914,0.333333333,0
not,410486078,0.454920565,0.629348679,0.597637683,0.244120543,0,0
not,31410749,0.359234334,0.813784986,0.762736328,0.624765172,0,0
not,151006728,0.468136584,0.170546691,0.243658245,0.01074796,0.333333333,0
not,350744678,0.355869373,0.901386346,0.761118684,0.775516007,0.333333333,0
toi,360742636,0.683980583,0.752550353,0.63847063,0.444243357,0.333333333,0
toi,9804616,1,0.132618363,0.334385034,0.017067078,0,0
toi,143350972,0.290600177,0.773073502,0.620934538,0.446824783,0.333333333,0
not,362253884,0.589849956,0.086581219,0.080764337,0.001598108,0.333333333,0
not,388128620,0.358903354,0.745461679,0.751991549,0.508526439,1,0.01713806
not,29759170,0.604490291,0.469788125,0.437071926,0.086790814,0.333333333,0
not,24695017,0.384201236,0.617316244,0.456420197,0.148282592,0.333333333,0
not,382258935,0.487202118,0.749411457,0.764988478,0.530033048,1,0.111094218
toi,120585579,0.830626655,0.882552969,0.698748767,0.728625689,0.333333333,0
not,41231040,0.862643425,0.115616008,0.096663959,0.002326272,0.333333333,0
not,452465896,0.563801853,0.076641381,0.08823757,0.001674357,0.333333333,0
not,350298298,0.680593557,0.243787601,0.299643351,0.020341377,0.333333333,0
not,349304574,0.490600177,0.698409626,0.5333503,0.24411486,0.333333333,0
not,23556171,0.417165711,0.294271515,0.348425064,0.03172556,0.333333333,0
not,167006493,0.385238305,0.746010986,0.598060222,0.339373568,0.666666667,0.123384872
not,219144853,0.541372462,0.590112477,0.508282404,0.164114214,0.333333333,0
toi,154872375,0.43918248,0.864504316,0.71808379,0.731401687,0.333333333,0
not,249076418,0.196160635,0.537797541,0.365141178,0.080406643,0.333333333,0
toi,251848941,0.592696381,0.398378237,0.374094695,0.060236346,0.333333333,0
not,206412735,0.156112092,0.880159561,0.709249504,0.648711495,0.333333333,0
not,150064391,0.247958959,0.863769291,0.651369942,0.535465579,0.666666667,0.067818626
not,164752884,0.27022286,0.643473712,0.479576205,0.174078021,0.333333333,0
not,58462925,0.439548764,0.205074549,0.229358137,0.011443809,0.333333333,0
not,67655714,0.458558032,0.193303688,0.251539376,0.012493075,0.333333333,0
not,278901225,0.806928508,0.172639289,0.11372452,0.003783334,0,0
not,234517584,0.343435569,0.348417473,0.402925703,0.049484026,0.333333333,0
not,257500724,0.221877758,0.649950301,0.503671423,0.19282101,0,0
not,33880047,0.396182701,0.786685849,1,0.953077178,0.666666667,0.174962334
not,382624566,0.48380406,0.624640335,0.541975408,0.203139788,0.666666667,0.22742499
not,277103955,0.468325243,0.48182056,0.459605978,0.098287398,0.333333333,0
not,442916792,0.224702118,0.784161653,0.557096888,0.332063897,0.333333333,0
not,38468952,0.488128861,0.808579649,0.793952663,0.662573162,0.666666667,0.431963974
not,300510333,0.509631509,0.645817421,0.583788702,0.245849179,0,0
toi,259377017,0.601312886,0.187287471,0.174365929,0.008202874,0.333333333,0
toi,164767175,0.48640887,0.776353649,0.554065201,0.369500217,0.333333333,0
not,140898575,0.182049868,0.72250327,0.755596384,0.48184112,0.333333333,0
toi,260304800,0.849470432,0.645827884,0.570337857,0.270722055,0.333333333,0
toi,164767175,0.48640887,0.776353649,0.554065201,0.369500217,0.333333333,0
not,271596225,0.735503089,0.206905572,0.243634538,0.012632146,0.333333333,0
not,150358147,0.535569285,0.58749673,0.429878991,0.122652715,0.333333333,0
not,308599430,0.568612092,0.406748627,0.396408413,0.059467533,0.666666667,0.364810209
not,258322219,0.257325684,0.469513471,0.419524678,0.080976415,0.666666667,0.173126421
toi,52204645,0.640633274,0.549306827,0.431251198,0.125765307,0,0
not,271642710,0.605185349,0.720115093,0.448442147,0.193015733,0,0
not,409858786,0.499682259,0.234109338,0.29411129,0.018972069,0.333333333,0
not,271795905,0.525308914,0.787088674,0.680236511,0.475029621,0.333333333,0
not,126584063,0.098565755,0.77460633,0.608351782,0.377455079,0.333333333,0
not,425940518,0.294902913,0.566515825,0.449204252,0.123835446,0.333333333,0
not,294208421,0.70951015,0.198273607,0.171327269,0.007291787,0.333333333,0
not,229047482,0.228056046,0.384514779,0.528997305,0.08946124,0.333333333,0
