class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,MeanFluxSep
not,37749396,0.380770079,0.32252158,0.344368404,0.034723756,0.666666667,0.03132458
not,294874367,0.523168579,0.72749673,0.573026492,0.299530084,0.333333333,0
not,297025496,0.378519417,0.481789171,0.331163692,0.057357407,0.333333333,0
not,32550424,0.618159753,0.15537536,0.101457622,0.003027174,0.333333333,0
not,38954437,0.871932921,0.056500131,0.064610911,0.001025647,0,0
not,176935123,0.81935128,0.023541721,0.00879245,0.000124169,0.333333333,0
not,33880418,0.934090909,0.079518703,0.049635159,0.000903771,0.333333333,0
not,279245231,0.448488526,0.85691865,0.799551662,0.759070668,0.333333333,0
not,389444166,0.580703883,0.350771645,0.449650498,0.059966841,0.333333333,0
toi,413248763,0.407451456,0.176301334,0.164455074,0.007197989,0.333333333,0
toi,460205581,0.538879082,0.860057546,0.615433155,0.550470222,0.333333333,0
toi,311183180,0.447870697,0.585754643,0.396825375,0.122557776,0.666666667,0.121206218
not,286757549,0.734576346,0.135495684,0.064311787,0.00164502,0.333333333,0
toi,234112540,0.930637688,0.895631703,0.800946182,0.961119451,0.333333333,0
not,13060575,0.459973522,0.195919435,0.209763036,0.009631639,0,0
not,188043641,0.207093998,0.598744442,0.464726657,0.144629083,0.333333333,0
not,272129171,0.494969109,0.699450693,0.54642323,0.255272384,0.333333333,0
toi,183537452,0.573929832,0.62437876,0.356521648,0.115526064,0.333333333,0
not,232028066,0.332237423,0.759843055,0.62783044,0.383551712,0.333333333,0
toi,19519368,0.555781112,0.572984567,0.469636065,0.156164134,0.333333333,0
not,38708042,0.548665049,0.638412242,0.447215666,0.152450563,0.333333333,0
toi,52368076,0.568259047,0.64452001,0.507592117,0.220582929,0.333333333,0
not,101101072,0.300198588,0.563104891,0.411209154,0.105733829,0,0
toi,286864983,0.643612092,0.599006016,0.481868797,0.176506173,0.333333333,0
not,306669607,0.617586055,0.466780016,0.430162078,0.083663888,0.333333333,0
not,141412290,0.566813769,0.655767722,0.494768109,0.190202864,0.333333333,0
toi,339733013,0.55510812,0.808223908,0.832692435,0.827303612,0.333333333,0
not,220424856,0.577360989,0.552335862,0.430332907,0.110294655,0.333333333,0
not,267537284,0.260734775,0.933798064,0.753553412,0.82385947,0.333333333,0
toi,309792357,0.550672992,0.618362543,0.525823377,0.217066027,0.333333333,0
not,130645531,0.119108561,0.644514779,0.504400757,0.190279768,0.333333333,0
toi,348770361,0.711451898,0.672770076,0.600072515,0.319582305,0.333333333,0
toi,176984236,0.609057811,0.868951086,0.815400384,0.929334405,0.333333333,0
toi,76923707,0.597705207,0.506670154,0.47503495,0.129272517,0.666666667,0.051294796
not,158111591,0.052383054,0.927805388,0.816397466,0.93816992,0.333333333,0
not,314828399,0.39331421,0.871828407,0.69347748,0.610498149,0.333333333,0
not,349156098,0.522131509,0.74423751,0.67034239,0.412892682,0.333333333,0
not,38815302,0.534124007,0.695215799,0.560270119,0.26344088,0.666666667,0.177268094
not,267324071,0.37038835,0.690034005,0.552056394,0.25308384,0.333333333,0
not,167888770,0.440103707,0.664661261,0.607874158,0.278556499,0.333333333,0
not,140658484,0.492883936,0.694713576,0.51435554,0.227008828,0.333333333,0
not,287405060,0.439651368,0.756212399,0.614045608,0.365312198,0.666666667,0.061928088
toi,261867566,0.609477052,0.669892754,0.61072665,0.326899809,0.333333333,0
not,437265653,0.473280009,0.239863981,0.228568839,0.013214912,0.333333333,0
not,237915132,0.754291703,0.133664661,0.092038335,0.002414685,0,0
not,260046328,0.338073698,0.823698666,0.68900107,0.534404834,0.333333333,0
not,7244844,0.248113416,0.789775046,0.639872122,0.429322867,0.333333333,0
toi,259592689,0.564805825,0.627779231,0.578553673,0.263313717,0.333333333,0
toi,230982885,0.543005296,0.753335077,0.699885301,0.523842207,0.666666667,0.084564466
toi,251848941,0.592696381,0.398378237,0.374094695,0.060236346,0.333333333,0
not,274012205,0.570322154,0.219199581,0.238566154,0.012905364,0,0
toi,219345200,0.365898058,0.756892493,0.957906407,0.933015481,0.333333333,0
not,364588501,0.458274492,0.729531781,0.764611957,0.501775553,0.333333333,0
toi,279251651,0.61129744,0.238032958,0.300487036,0.022920558,0.333333333,0
not,358174909,0.502526478,0.585142558,0.517771417,0.166872531,0.333333333,0
not,72923291,0.443065975,0.200627779,0.307108218,0.017608102,0.333333333,0
not,391925508,0.44755075,0.855767722,0.838612173,0.825098269,0,0
not,349273907,0.214563107,0.889552707,0.801092607,0.82607567,0.333333333,0
toi,61538902,0.697981024,0.826837562,0.699731903,0.634939438,0.333333333,0
not,170274241,0.428089144,0.562385561,0.484209499,0.13880938,0.333333333,0
not,279615427,0.57902692,0.375205336,0.198379567,0.0182841,0.666666667,0.055619589
not,350583319,0.507436011,0.636149621,0.564312833,0.225329441,0.333333333,0
not,288158059,0.361341571,0.558723516,0.429456451,0.112121788,0.666666667,0.035115922
toi,167754523,0.452978817,0.567617055,0.421266434,0.128006927,0.333333333,0
toi,150151262,0.535977493,0.441538059,0.415689747,0.08325786,0.333333333,0
not,359271092,0.289159312,0.243002877,0.279595031,0.018191815,0.333333333,0
not,140691843,0.597992056,0.603557416,0.487257223,0.158994603,0.333333333,0
not,52059019,0.450231686,0.5309966,0.343500316,0.071306964,0.333333333,0
not,300810872,0.662930274,0.261313105,0.304941831,0.02247268,0.333333333,0
not,234298029,0.115787732,0.829191734,0.619295976,0.44888604,0.333333333,0
not,177036977,0.957623566,0.032696835,0.042219797,0.000540394,0.333333333,0
not,220391375,0.327504413,0.880939053,0.626219769,0.521369033,0.333333333,0
not,55758485,0.378618711,0.924404918,0.747054948,0.793059975,0.333333333,0
toi,183120439,0.743623124,0.784985613,0.817415466,0.752943787,0.333333333,0
toi,33878688,0.676125331,0.615309966,0.449964963,0.165050838,0.333333333,0
toi,167303382,0.272848632,0.632953178,0.436160607,0.165008278,0.333333333,0
toi,161477033,0.553133274,0.646089459,0.526565262,0.235985919,0.333333333,0
not,260267208,0.360392763,0.814106722,0.552131001,0.353505725,0.333333333,0
toi,259377017,0.601312886,0.187287471,0.174365929,0.008202874,0.666666667,0.02336849
not,306470369,0.358781995,0.759874444,0.900933283,0.733169543,0.333333333,0
not,262710157,0.57641218,0.180486529,0.201117011,0.008452469,0.333333333,0
not,307216840,0.330880406,0.791812713,0.730501992,0.546110915,0.333333333,0
toi,399144800,0.616879965,0.688464557,0.603396354,0.337317109,0.333333333,0
toi,161477033,0.553133274,0.646089459,0.526565262,0.235985919,0.666666667,0.021700731
not,167415965,0.326687996,0.661828407,0.469940768,0.177338298,0.333333333,0
not,150440176,0.355626655,0.78367774,0.972688321,0.898626854,0.333333333,0
not,279251651,0.61129744,0.238032958,0.300487036,0.019948561,0.333333333,0
not,382160241,0.506740953,0.693826838,0.554445208,0.257708689,0.333333333,0
toi,299798795,0.718027361,0.150667015,0.195315109,0.008140122,0,0
not,302411994,0.480206311,0.263928852,0.280151445,0.019887378,0.333333333,0
not,220432478,0.561915269,0.750211875,0.603448649,0.348668727,0.333333333,0
not,444385201,0.387160194,0.254773738,0.371857884,0.030120691,0.666666667,0.11551763
not,348762301,0.488503972,0.35940361,0.357567538,0.042367562,0.333333333,0
not,278521477,0.471546778,0.609730578,0.500716435,0.169651304,0.333333333,0
toi,167600516,0.622760371,0.392545122,0.367309657,0.057266169,0.333333333,0
not,141899106,0.43037511,0.296887261,0.364092499,0.034426483,0.333333333,0
not,220421191,0.315666372,0.776855872,0.794015416,0.609880643,0.333333333,0
not,309616959,0.604148279,0.41250327,0.389746093,0.059009139,0.333333333,0
not,167571315,0.656487202,0.326105153,0.317714939,0.030942086,0,0
not,436248822,0.247188879,0.292963641,0.342519271,0.030703191,0.333333333,0
not,281669975,0.335282436,0.695265498,0.431831319,0.169124341,0.333333333,0
not,299832383,0.556023831,0.606068533,0.495246429,0.164692321,0.333333333,0
not,149424264,0.54879744,0.899032174,0.618968264,0.534067668,0.666666667,0.032927592
toi,52368076,0.568259047,0.64452001,0.507592117,0.220582929,0.333333333,0
not,294208238,0.627559576,0.392100445,0.387857215,0.054468392,0.333333333,0
not,397125777,0.377129303,0.756047607,0.533526707,0.285980958,0.333333333,0
toi,123482865,0.488184025,0.783416165,0.939700945,0.966502719,0.333333333,0
not,306735869,0.146182701,0.608608423,0.473099356,0.153528356,0,0
not,340637365,0.262610327,0.659952917,0.55272437,0.232863763,0.333333333,0
not,391039604,0.58276699,0.021449124,0.004463162,7.92e-05,0.333333333,0
not,73305532,0.553938658,0.188333769,0.205109522,0.009010952,0.333333333,0
not,259373187,0.72163504,0.132879937,0.084891419,0.002190258,0.333333333,0
not,167343765,0.58505075,0.509024326,0.387056063,0.080680164,0.333333333,0
toi,364393429,0.462477935,0.830761182,0.685507797,0.618337647,0.333333333,0
not,350335082,0.595344219,0.436306566,0.427248228,0.074621036,0.333333333,0
not,394700874,0.490798764,0.890923359,0.577642354,0.463978929,0.333333333,0
toi,77044471,0.905759047,0.797018049,0.738018456,0.646508445,0.333333333,0
not,259962054,0.793744484,0.102798849,0.075446334,0.001624305,0.333333333,0
not,220457593,0.612974404,0.541203244,0.479619435,0.127866657,0.333333333,0
not,349274787,0.530052957,0.714098875,0.66986128,0.379782278,0.333333333,0
not,134200185,0.480406002,0.427151452,0.437558613,0.075252179,0.333333333,0
not,167338863,0.696171668,0.171854564,0.225036519,0.009590914,0.333333333,0
not,287353701,0.407689762,0.785770337,0.662058939,0.451193161,0.666666667,0.075407329
toi,101011575,0.391074581,0.491498823,0.352819894,0.075206414,0.333333333,0
not,141186075,0.175860547,0.853560031,0.679232456,0.562094072,0.333333333,0
toi,306996324,0.5172297,0.243526027,0.284997403,0.021584325,0.666666667,0.021950836
not,36879392,0.349336937,0.217106984,0.27927987,0.016280769,1,0.027345284
not,278959348,0.475077229,0.892492807,0.666256445,0.598420807,0,0
not,188087957,0.349062224,0.444886215,0.299663572,0.04327753,0.333333333,0
toi,380783252,0.522363195,0.62045514,0.571405363,0.252182299,0.333333333,0
not,270415707,0.342583848,0.223646351,0.226292982,0.012154811,0.333333333,0
not,150301109,0.825088261,0.165053623,0.147219501,0.005089339,0.333333333,0
not,178776121,0.241681377,0.811493591,0.586628643,0.390113179,0.333333333,0
toi,151825527,0.731034863,0.220507455,0.292697943,0.020431256,0.333333333,0
not,157133425,0.288261253,0.604574941,0.500659259,0.167029748,0.333333333,0
not,259377017,0.601312886,0.187287471,0.174365929,0.007111991,0,0
not,167698166,0.56478376,0.656649228,0.572389894,0.245093019,0.333333333,0
not,220407807,0.995542807,0.021710698,0.016484624,0.000195538,0.333333333,0
not,290777240,0.888106796,0.072979336,0.040125925,0.000703487,0.333333333,0
not,218970017,0.639099735,0.119539629,0.103507567,0.002581491,0,0
not,30848801,0.391548985,0.773476327,0.795256539,0.606152882,0,0
