class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
not,260355239,0.547085347260518,0.301751788798421,0.314745736884324,0.043144316037131,0.333333333333333,0.360912596185216,0.160748932059351,0.998369063840761,0.351174597548082,0.246047610266661,0.0400271370420624,0.59073069052512
not,64910894,0.461142288686325,0.124845793239576,0.146848988956583,0.00623751355710305,0.333333333333333,0.337793260229799,0.085187773853753,0.99489046396271,0,0.10268451874315,0.200474898236092,0.335338172059293
not,234288627,0.588747959040235,0.120157907722675,0.104526909884448,0.00387255627327848,0.666666666666667,0.0582511196727137,0.133009737845898,0.996096525126721,0,0.10423525961546,0.206919945725916,0.277194388102573
not,176875890,0.371827726776311,0.764026646928201,0.579453090633077,0.545336774322147,0.333333333333333,0.436229429386542,0.078003252883562,0.997840065753726,0.00674301984762833,0.286705042909732,0.675576662143826,1.11130098465764
not,394345947,0.4537040040657,0.575129533678757,0.337315595628635,0.125827825849585,0,0.135059798873867,0.130312547582668,0.993725600353636,0.261148693224381,0.234240443287821,0.415875169606513,0.770717231209722
toi,320004517,0.35309955558439,0.711704909943252,0.481743715660032,0.392445794122373,0.333333333333333,0.120840925534285,0.132403897340441,0.997474256109896,0.938131591540767,0.318080148399028,0.603643147896879,1.02363189683304
toi,33831980,0.773456169375331,0.303478904515174,0.284474524811031,0.0424282475785328,0.333333333333333,0.143733350297039,0.505456974321998,0.997771675838889,0.000498960789121626,0.402735055782936,0.0424016282225237,0.588288728960324
not,24972344,0.275051091575567,0.402768319763138,0.369313042503213,0.0820876920120613,0.333333333333333,0.511871981519477,0,0,0,0,0.178907734056988,0.692975133313002
not,29900813,0.228717250029736,0.590180113496176,0.392192841473337,0.169013317785802,0.333333333333333,0.132084097941562,0,0,0,0,0.436567164179104,0.829538249833988
not,369707376,0.559137552578368,0.137429064890205,0.108719440842531,0.00445575328666567,0.333333333333333,0.378022017889885,0,0,0,0,0.183175033921303,0.292942315284918
not,167722419,0.552243163460603,0.631416234887737,0.509989678242944,0.299464019472754,0.333333333333333,0.359210526955359,0,0,0,0,0.493259837177748,0.956801873291863
toi,287563610,0.890053091986462,0.655070318282754,0.481034705829924,0.332846069091641,0.333333333333333,0.133930857082852,0,0,0,0,0.525780189959294,0.982383517337458
not,237920961,0.261913257858371,0.693145817912657,0.543991098562717,0.400993903258136,0.333333333333333,0.139055474640835,0,0,0,0,0.578127544097693,1.02915501483674
not,262610450,0.466571511986246,0.576116456945473,0.396394572883393,0.164737207643468,0.333333333333333,0.381118253787708,0,0,0,0,0.417232021709634,0.824254402101285
not,149124536,0.467036472356484,0.788304959289415,0.713980949314135,0.844510615887142,0.333333333333333,0.346922911898079,0.220628560429739,0,0,0.580736690772598,0.708955223880597,1.2396138284851
not,120562863,0.368432434770385,0.536118924253639,0.337764692690528,0.111479776613,0.333333333333333,0.00347587419974059,0,0,0,0,0.362242198100407,0.747820891726874
not,21747890,0.340102291281452,0.683720700715519,0.45506010482765,0.28670546657527,0.666666666666667,0.342107872823362,0,0,0,0,0.56516960651289,0.946458964940561
not,198008658,0.673489689774116,0.18554157414261,0.151603897541467,0.00875916612388396,0.333333333333333,0.131931134799864,0,0,0,0,0.117028493894166,0.385519949508735
not,278732681,0.518701138612256,0.644214162348877,0.47129832753034,0.271435638282061,0.333333333333333,0.14311283375995,0.205967499346347,0,0,0.389327576460117,0.510854816824966,0.933616841915136
not,300323956,0.516516906175322,0.700224525043178,0.499282652260292,0.352427669212271,0.333333333333333,0.00810898735638905,0,0,0,0,0.587859565807327,0.996505980358454
not,200787021,0.443474875920459,0.517641253392549,0.369034728831054,0.121443292161382,0.333333333333333,0.0328600600446551,0.121246532224878,0.99570567378849,0.0400291439187953,0.243171811135075,0.336838534599729,0.763937192621257
not,410150471,0.488578194439939,0.254626202812731,0.253846795223815,0.0253183042458664,0.333333333333333,0.342814586445797,0.233037435295735,0.996271813976446,0.00335278956373723,0.250397281695904,0.0220488466757123,0.517929353743735
not,161401705,0.283268995793731,0.582531458179127,0.390226819892527,0.163698059203858,0.333333333333333,0.263225506825532,0,0,0,0,0.426051560379919,0.822954891023553
not,387609654,0.25065689168586,0.530964717493215,0.38385780701477,0.135360867715856,0.666666666666667,0.0291138893119242,0.0855429907583566,0.996868258050308,0.553846233607409,0.211016026009515,0.355156037991859,0.784870635961482
not,271574619,0.552902758404429,0.692326671601283,0.501473509886173,0.3472394415174,0.333333333333333,0.384149261224029,0.149462604104867,0.997751307223857,0.000417848854254508,0.349846761276353,0.577001356852103,0.992822596397667
not,299901449,0.252343724656957,0.816227485812978,0.694527743675408,0.864953642868864,0.333333333333333,0.0541990582689364,0.210455916460539,0.997780232812475,0.00107315658889216,0.553271413856591,0.747343962008141,1.24704473620777
