class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity
1,425220920,10.2462,6002.6,1.54377,3.196014713
0,300037209,8.647,6363,1.49416,3.29711
0,169304011,10.2985,3437,0.2982,0.0111796
0,150359500,9.74783,3286,0.364844,0.0139823
1,317951248,10.0781,4920.17,10.2535,63.64300338
1,336732616,11.5232,6371,1.27616,2.771575008
0,157133425,7.6606,5127.29,0.842323,0.441777
0,290777240,13.0976,3095,0.181833,0.00273327
0,278198742,9.8742,6036,0.869955,0.905075
1,229384040,9.11269,6128,1.62182,3.831477595
1,89256802,13.741,3212,0.512881,0.028921534
0,370114320,11.851,3340,0.398867,0.0178376
0,177285682,8.602,6636,1.3248,3.06635
1,278866211,10.2638,6236,1.04092,1.692563973
1,320536216,10.1796,8031,1.64552,11.63511806
0,454281030,9.69307,3760,0.539608,0.0524328
0,235066737,7.7683,5265.48,0.864468,0.517541
0,31374837,8.1705,4891,0.726632,0.272216
0,38469800,9.8871,5992.78,1.05687,1.29792
1,70513361,8.1345,5302.58,0.848675,0.588190081
0,294873759,8.9447,5824.1,1.43813,2.14392
1,369327947,10.1508,3312,0.287497,0.010273393
0,279314081,7.6507,5111.89,0.787474,0.381499
0,141545616,7.8209,6471,1.78911,5.05652
1,178284730,10.3074,5348,0.844379,0.602457482
0,55558734,8.7246,6281,1.56606,3.43895
0,123269276,9.7592,3715,0.489984,0.0411997
0,167526213,7.8848,5645,1.09383,1.09459
0,389365531,8.4532,6710,1.29307,3.05372
0,38584697,9.608,5165.36,0.781756,0.391958
1,300013921,10.8578,5450,0.797594,0.579743284
1,380886535,11.7952,5829.55,1.51595,2.74154792
1,142918609,9.7925,8007,2.047,17.79102458
0,220571983,8.065,4331,0.687045,0.14963
0,260370233,7.893,5980,1.6443,3.11502
0,309792357,10.0391,5180,0.878413,0.500508
1,204376737,11.4779,5380.72,0.817705,0.578949707
1,150428135,10.9102,3494,0.419457,0.027086473
1,9033144,9.74346,5954.5,1.19908,1.867082366
0,206412735,6.4628,6180.85,1.14148,1.71325
0,220039253,9.78263,3519,0.488526,0.0329721
0,237933451,8.0019,5128.82,0.753882,0.3543
0,150064391,7.2953,6118.19,1.05847,1.41432
1,30037565,9.597,5914,1.55953,3.073255787
0,55603918,8.7018,6394,1.42534,3.05928
0,261091639,8.8937,4571,0.553844,0.120647
1,369457671,11.5147,4638,0.727,0.252625833
0,140658484,9.5153,5471.89,0.861966,0.600101
0,220412945,6.9248,5385.09,0.90973,0.627035
1,146463781,14.7034,3478,0.379815,0.021804619
0,294870118,8.6741,7057,1.43409,4.59545
0,297025496,8.4787,4657.88,0.599235,0.15228
0,293975288,6.5452,7107.09,1.49601,5.14434
0,350298298,11.2167,3748,0.554029,0.0545705
0,382258935,9.4638,5681,1.22142,1.39998
0,178776121,7.2384,5918.34,0.965619,1.03064
0,403121771,8.89413,3755,0.637674,0.0728336
0,259962054,12.2423,3209,0.232489,0.00516391
1,238176110,11.0443,4935.4,0.906655,0.503801561
1,54390047,9.6952,8322,2.34986,27.35777563
1,306996324,9.73597,3747,0.533024,0.057851452
1,159510109,8.8523,5920,1.1179,1.585545464
0,43866397,7.3115,5255.83,0.83563,0.480051
0,382157798,11.9883,3256,0.299066,0.00905662
0,160301040,6.8545,5528,0.758749,0.484355
0,141768040,10.4383,5051.02,0.8168,0.391239
0,59605887,5.926,4945,0.878628,0.415882
0,151956235,6.7567,5734.96,0.868334,0.734835
0,300290733,9.6661,5961,0.939446,1.00396
0,146249749,8.1776,5093,0.695319,0.293061
0,278775329,10.3061,4945.44,0.882688,0.419884
1,9727392,11.2932,6421.5,1.70005,5.076393706
1,160074939,8.7435,6553,1.45696,4.043355149
0,143047975,8.0891,4319.62,0.630123,0.124545
0,279949279,10.5294,5515,0.767258,0.490637
0,177307808,10.3578,4330.9,0.562639,0.100338
1,72985822,12.2397,6096.08,1.22623,2.145025528
1,219345200,8.3643,5709.6,1.4981,2.463714068
0,307216840,8.0469,5843.1,1.17196,1.44242
0,289113766,12.3016,2816,0.12437,0.000876308
0,339730183,9.3147,5518,0.790496,0.52194
0,7445600,9.17781,3714,0.532571,0.0486203
0,141611276,8.3874,6033,1.03757,1.28488
1,183120439,11.788,5817,1.29661,1.988387155
1,167754523,9.1536,4986,0.728459,0.338770265
1,349373192,9.7839,7667.39,2.49185,22.16766596
1,167714792,11.1224,7019,1.64708,6.801681905
0,328324098,7.6243,4018,0.687687,0.111049
0,150151262,9.9059,4504,0.720461,0.192446
0,219221189,9.47061,3399,0.409738,0.0201889
1,52204645,10.8545,4916,0.742779,0.332853165
0,382268851,12.3275,3311,0.25555,0.00707104
0,41231040,12.8668,3258,0.262919,0.00701686
1,377064495,9.5273,5440,0.840576,0.639198182
0,60178082,9.0778,3774,0.645452,0.076143
0,294205605,9.8092,5675,1.09331,1.11697
1,380589029,12.2851,6185,1.14759,1.990757161
1,200593988,12.3069,3601,0.466652,0.037823761
0,349304574,9.4946,5486.02,0.889208,0.645255
1,146172354,10.2855,5771,1.17554,1.583306812
1,55383975,11.2595,5354.96,1.0417,0.921714062
0,280313260,7.94095,3860,0.614424,0.0755058
0,280793604,7.6257,5788.96,0.866742,0.760111
0,55298271,8.1799,6771,1.8078,6.18878
0,232048034,9.3307,4201.7,0.60089,0.101388
1,33521996,13.3383,3749,0.596801,0.072678642
0,177237464,10.6773,3755,0.506487,0.0459485
0,58462925,9.03187,3600,0.453227,0.031084
0,177036977,13.7277,2941,0.184836,0.00230276
0,234334027,8.9081,4924,0.792753,0.332846
1,355703913,13.183,5435.56,0.940697,0.79792607
0,32873869,8.5534,5321,0.796367,0.45803
0,134200185,9.4022,4449,0.751825,0.199516
0,25080867,9.7749,5888,0.937832,0.952392
0,269885278,6.3277,5602.48,0.889127,0.701687
1,90544017,8.7157,8429,2.16682,24.48137727
1,123702439,10.1374,6245,0.967255,1.469933535
0,246897668,9.23844,3414,0.460399,0.0259428
1,230982885,9.9696,5696,1.12805,1.383638324
0,358071115,6.394,6345.14,1.43268,2.99751
0,38679565,12.6862,3456,0.298762,0.011472
1,231081369,11.7349,6142.92,1.48728,3.253650304
0,261207354,10.0966,4921.7,0.811657,0.348257
0,294874474,9.2531,7020,1.28523,3.61413
1,451599528,7.5622,6058.59,1.39203,2.696928328
1,379240073,13.1284,6509,1.7234,5.507001866
0,293970254,8.6877,5713.86,0.83282,0.666062
0,166675170,7.9091,5764,0.959554,0.915651
1,309792357,10.0391,5180,0.878413,0.573855447
1,143994283,10.5551,6544,1.13944,2.459472922
1,306996324,9.73597,3747,0.533024,0.057851452
0,279356932,10.8076,4166,0.677109,0.12442
0,444385201,8.55702,3790,0.657598,0.0803845
1,38686737,12.6038,6689,1.31913,3.598371005
1,74534430,9.8445,4243,0.617519,0.127667025
0,261137158,6.666,6385.23,1.33628,2.6742
1,178155732,5.9053,6308.31,1.2845,2.699021138
1,341186896,9.6171,6635,1.30367,3.402397201
0,150360085,10.6738,4160,0.658392,0.11696
1,259377017,10.4981,3532,0.374358,0.022529055
0,394700874,9.4964,6222,0.952731,1.22562
0,358460382,9.682,5610.26,1.14286,1.16576
0,356209404,8.6698,5247,0.75841,0.392778
0,278727563,10.3961,4736,0.662601,0.198996
1,141482386,10.0814,4709,7.61148,29.42652257
1,9102327,11.3018,5366.7,1.45148,1.805249974
0,206542524,11.2839,3168,0.262297,0.00624341
0,33105293,8.62984,3488,0.515023,0.0353715
1,38603673,9.5473,6559.17,2.08489,8.310895107
1,234523599,14.1266,3402,0.445372,0.027445365
0,32001057,7.0252,6047.93,1.40353,2.37447
1,279251651,10.5886,3726,0.555239,0.061378644
0,63974991,10.7588,3318,0.26408,0.00761502
0,167888770,9.0369,5357,0.996089,0.736169
0,40719527,8.0916,7653,1.77516,9.73864
0,266997586,8.1278,5404,0.863558,0.57298
0,453976070,8.57244,3804,0.635391,0.0761621
1,370133522,10.1165,3536,0.390989,0.024686758
0,332710428,7.7049,4751,0.753219,0.260422
1,350332997,11.7611,5537,2.09264,4.251802659
0,260947637,8.797,5386.7,0.98798,0.740426
1,101011575,8.5925,4695,0.630294,0.199395197
0,219410598,9.2739,5251,0.895403,0.549161
1,154840461,8.40534,7401,1.68843,8.835145323
1,100757807,10.9339,6025.9,1.24118,2.098182107
0,375058105,8.4606,4114,0.664335,0.113901
1,306472057,10.7525,6727,1.42962,4.323275397
0,178872239,9.82063,3469,0.450299,0.0264554
1,270507305,11.5746,5957,1.2741,2.111559833
1,98796344,8.84294,3384,0.275953,0.010315199
1,134200185,9.4022,4449,0.751825,0.228754217
0,155897369,10.3184,3568,0.401233,0.0235065
0,66437824,6.9117,5458.02,0.854575,0.583896
0,177313167,12.8821,3197,0.243917,0.0055995
0,235048515,9.24611,3632,0.480832,0.0362464
0,79564094,9.51575,3792,0.48275,0.0434123
0,149631289,7.455,6730,1.43602,3.81134
0,234994474,9.22978,3746,0.597007,0.0632302
0,279429722,10.2423,4812.53,0.732828,0.259533
1,294176967,10.349,7734,3.50078,45.2931233
1,383390264,8.7581,6413,1.14582,2.293843144
0,260353507,8.2664,6679,1.38054,3.41693
1,77044471,13.2576,5863,1.18274,1.707434713
0,142085842,6.191,6402.52,1.8073,4.94491
1,50312495,9.8135,5572.9,1.1393,1.293263902
0,231055581,9.26953,3284,0.287941,0.00868789
1,328350926,8.300901,5580,1.44029,2.077412052
1,38696105,10.5041,6002.18,1.52031,3.098748475
0,262498404,7.5547,8546,1.56333,11.7448
0,44568897,13.0764,2823,0.124285,0.000883844
0,234517584,8.1607,4148,0.702155,0.131497
1,160148385,11.9116,5560,1.11655,1.230669616
1,28230919,8.5077,4777.56,0.759854,0.310721188
1,238932509,12.5528,5045,0.903156,0.545828471
1,114018671,8.2388,5413.68,0.941335,0.786221107
1,389753172,12.7464,4169,0.736126,0.169089973
0,50587969,6.5446,4616.17,0.692021,0.195912
0,55404385,6.6081,6562,1.68762,4.75763
0,231098372,9.6594,5973,1.14506,1.50356
1,425934411,14.7109,3630,0.608076,0.066317506
0,231076815,8.8203,5765,1.47611,2.16834
1,445586472,10.5704,7051,2.40368,14.7517016
0,141024799,8.6316,5997,1.10547,1.42404
0,167309586,10.1551,5259.25,0.775919,0.414976
1,270468559,11.5598,5859,1.41374,2.432870791
0,376935746,12.6376,3099,0.187965,0.00293586
1,122613513,10.5012,4413,0.725034,0.205938913
1,73228647,9.4628,5768,0.986649,1.113043986
0,28796187,9.31164,3404,0.462855,0.0259145
0,279246287,7.4649,5352.6,0.917404,0.622408
0,350344317,8.3441,7082,1.52314,5.2577
1,260004324,10.1428,3596,0.504068,0.043887713
0,255548143,6.549,7762,1.56983,8.05929
1,398733009,15.61,31000,0.18,30.90848696
0,300704414,9.5996,5492,0.755575,0.467921
0,149302552,9.9277,5206,0.903934,0.540736
1,52280468,12.3123,3364,0.502513,0.033404464
0,294208421,11.4788,3574,0.37,0.0201241
1,1003831,10.6701,5550,1.12196,1.233708737
1,286132427,8.1075,5815.77,0.97901,1.13263273
1,14661418,12.4806,4724.49,0.793235,0.323824298
0,201287746,9.72669,3381,0.327445,0.0126227
0,206592394,7.9109,5597,0.883252,0.689739
0,452465896,10.1581,3109,0.250834,0.00529603
0,333606239,6.3539,5668,0.882043,0.723425
0,382200572,8.0301,6069.9,1.24916,1.90835
0,300867814,9.0736,6287,1.08636,1.66119
1,434105231,12.9517,4034,0.946828,0.24522894
0,149218497,8.9995,6073.8,1.12338,1.54737
0,176958231,8.1413,5926,0.992781,1.09509
0,55295368,9.87,4815.81,0.821655,0.327154
0,206402844,6.5652,5984.06,1.08219,1.35297
1,50365310,9.604,10249,2.16986,53.66305099
1,425997655,8.7513,4813,0.691374,0.264957058
1,160222069,10.717,5928,1.37754,2.42062312
1,102195674,11.3425,6198,1.22606,2.291478019
0,31012605,10.4477,4943.4,0.745428,0.298957
1,207084429,7.1995,6049.08,1.77002,4.333109062
1,44647437,12.9383,4040,0.672832,0.124573222
0,269849487,8.6701,5077.15,0.754313,0.340626
0,349643650,11.2153,3552,0.459915,0.0303348
0,272088966,10.209,5994,0.940034,1.02766
0,141621885,12.36,3326,0.314101,0.0108773
0,177117623,10.4274,5314,0.854629,0.52473
0,9210746,8.72831,3406,0.555151,0.0373676
1,55559618,10.749,5468,0.811463,0.60804739
0,257721857,6.5208,5867.99,1.78719,3.41186
0,260949184,7.7969,5142.07,0.835797,0.439996
0,287329624,8.2206,6900,1.74805,6.2402
0,306829151,9.2461,5985,1.08769,1.36761
0,170274241,8.928,4966,0.818731,0.367285
0,38583513,14.2548,2892,0.143042,0.00128948
0,142149242,9.7165,5632.19,1.04796,0.995622
0,260843977,8.7624,5400,0.930801,0.663718
0,238194217,7.6284,6735.76,1.54881,4.44875
0,349274787,9.8522,5546,1.08499,1.00337
0,140477186,9.85134,3769,0.441953,0.0355101
0,271596225,11.7144,3607,0.473702,0.0342208
1,61988212,14.3042,5721,0.627218,0.435322163
0,349683816,12.4195,3298,0.223858,0.00534125
1,332660150,10.8479,5981,0.985134,1.282837912
1,286864983,10.8815,5106,0.815374,0.466791479
1,220475245,12.708,4849,0.869755,0.432004793
0,38468952,9.4722,5907.2,1.26296,1.74984
0,167656187,5.6801,6597,1.40426,3.36492
0,291466351,9.2756,4836,0.697551,0.239769
0,272129477,8.6254,7547,1.60706,7.54845
0,391904670,8.9304,5405,1.11627,0.958116
0,410486078,9.1712,5222,0.981408,0.64527
1,262530873,12.5145,6292,1.87708,5.704352841
0,31814908,8.4241,6324,1.23819,2.2092
0,306573721,9.6099,5409,0.948081,0.693192
1,229811538,12.2864,6252,1.1466,2.074845258
0,149422364,10.0713,4875,0.771441,0.30283
1,190990336,8.9544,6522,1.56574,4.581929804
1,362249359,10.1461,3920,0.603336,0.088786862
1,434486077,14.3858,4966,0.824288,0.426845568
0,176954932,10.4291,3349,0.37165,0.0156539
1,427508467,8.12718,8928,2.72235,48.63966846
1,351601843,11.1186,3921,0.580337,0.082230674
0,151517553,8.1083,5668.88,0.87792,0.717123
1,32283946,11.7582,5862,1.47779,2.663757365
0,349096321,11.0384,4592,0.627151,0.15756
0,55367907,10.6238,4680.3,0.735526,0.233876
0,150301109,12.5264,3447,0.335425,0.0143104
0,67655714,9.20417,3555,0.485039,0.0338537
0,262498136,8.2468,8086,1.55521,9.31556
0,158067487,8.4142,5508,0.865633,0.621352
0,220407807,14.0714,2899,0.147927,0.00139246
0,293218142,9.6872,5815,0.900643,0.835601
1,294395926,10.9162,5588,1.057,1.125282396
0,309755442,9.3438,6155.3,1.27977,2.11815
0,32550424,10.6508,3410,0.269794,0.008867
1,106997505,9.3003,6955,82.4927,16447.71357
0,219223742,10.5061,3087,0.164352,0.00220999
1,33878688,11.1762,5168.33,0.769618,0.436553361
0,176957796,10.702,4651,0.690721,0.201134
0,220421191,7.909,5785.92,1.26305,1.61075
0,114550378,9.62429,3463,0.392849,0.0199966
1,101395259,10.1913,6518,1.48855,4.1311431
0,364588501,9.2016,5605,1.22088,1.32539
0,364537524,13.2077,3383,0.241741,0.0068961
0,38583537,10.1458,4997,0.778252,0.34023
0,31675050,9.7145,4960,0.770993,0.324132
0,177117281,9.7803,6031,0.938167,1.04909
0,30848801,8.5968,5773,1.26483,1.60091
0,348839628,10.9267,3626,0.482023,0.0361861
0,150358147,9.9022,5062,0.740811,0.324637
0,151006728,9.29099,3468,0.473736,0.0292472
0,54003038,10.4591,3294,0.295342,0.00925208
1,27966179,12.8696,4314,0.703041,0.176834838
0,388130597,9.2756,5694,1.05747,1.05901
1,458478250,9.76703,5898,0.962706,1.158490269
1,394657039,10.5132,6979.2,1.58746,6.176097136
1,50618703,9.6504,4220,0.663414,0.144180002
1,154872375,9.02855,6121,1.15415,1.931523472
0,167303382,7.5209,5235.78,0.74982,0.380658
0,141185142,11.397,3568,0.451426,0.0297555
1,180145006,12.2607,5755,1.28259,1.863987395
1,170102285,11.7583,5046,0.88727,0.527213522
0,319289907,7.6379,6217,1.15743,1.80305
0,259592855,9.615,4807,0.810945,0.316354
0,294054503,10.0779,6047,0.935708,1.05472
1,316769613,11.1741,4822,0.776265,0.336523033
1,158276040,10.4999,6479.33,1.27773,2.972244571
0,141028962,12.2093,3262,0.336596,0.0115571
1,184952758,9.0349,5653,0.970418,0.993389555
0,249076418,6.8258,4872,0.647965,0.213122
0,300384626,9.9935,5031.12,0.864516,0.431419
1,412014494,9.3871,7262,2.12948,13.02740965
0,167042097,12.4583,3137,0.239189,0.00499155
1,146520535,11.0462,4945,0.910128,0.51163011
1,260271203,13.4734,6186,1.27649,2.464679522
0,153742066,10.6809,3444,0.359596,0.0163899
0,120454069,9.01313,3665,0.495762,0.0399519
0,188043641,6.9249,5105,0.790789,0.382647
0,170867837,8.7339,4678,0.574666,0.142484
0,160004049,6.081,5257.46,0.931389,0.597118
0,362253884,10.3942,3147,0.240116,0.00509476
1,9100874,13.1198,5747,1.28156,1.850668514
0,382246984,10.5106,5328,0.758988,0.418236
0,150185581,8.0927,5325,0.913896,0.605015
1,47423120,11.014,5644,0.859855,0.774969165
0,382259669,6.732,7594,1.70435,8.70355
0,219394387,8.016,5709.36,0.975561,0.911072
0,272003260,9.65,6060,0.880156,0.94125
0,1252178,7.2249,5782.41,1.03977,1.08894
0,388934726,10.1769,3261,0.350352,0.0125057
0,234298029,6.0973,5986,1.01247,1.18578
0,41029088,9.564,6096.73,0.961674,1.15117
0,55556732,9.9468,4872,0.847255,0.364378
0,207148580,12.2073,3158,0.220132,0.0043422
0,220432478,10.141,5684.06,0.989742,0.921241
1,164767175,9.45661,5784,0.918917,0.976228921
0,306470369,8.2998,5721,1.41639,1.93619
1,278775625,11.2559,6055.47,1.14165,1.810269981
0,394634714,9.0584,4886.79,0.742922,0.28358
0,260995123,8.9223,5327,0.820434,0.488329
0,179013510,7.167,5871.29,1.00894,1.08983
1,294090620,7.81307,9871,2.04114,40.85791072
0,234299476,9.0357,4685,0.70871,0.218007
0,282501711,8.58256,3228,0.260568,0.00664157
0,150144415,7.9939,6518.5,1.53822,3.84876
0,220389494,9.4423,5466.87,0.864974,0.602082
1,118327533,12.7291,6177,1.35376,2.756003223
1,189013222,10.2892,5251,0.838759,0.552495086
0,231801885,10.2813,5771,0.7885,0.621302
0,358510502,9.1657,5433,0.861548,0.582656
0,350655701,13.3787,3271,0.240146,0.00594795
0,302047241,9.6902,4470,0.747054,0.200738
1,149010208,11.681,6465,1.94932,6.856876928
1,29960109,11.2003,3450,0.446984,0.029237908
1,201793781,8.4642,5711.7,1.12148,1.382708334
0,281582749,9.7628,5495.94,1.00785,0.834939
1,201604954,11.9707,5600,1.11375,1.260124636
1,234112540,13.4831,6240,1.27299,2.537898816
0,150272656,9.508,6425.82,1.19613,2.19769
0,219234564,6.5525,4602,0.704361,0.20048
0,279361150,9.6524,5707.5,0.910146,0.791955
0,167167306,7.7012,6384,1.37076,2.81183
1,37749396,8.4991,4049,0.618173,0.106095541
0,229098638,7.8834,4987.2,0.795899,0.353052
0,355406799,5.5982,6614,1.42545,3.5031
0,177161030,9.6161,5871.02,1.16554,1.45412
1,33595516,11.5485,5311,0.922861,0.699944737
0,267324071,8.405,5454,0.916036,0.66893
0,364393429,9.2397,5992,1.10743,1.42434
1,36734222,11.1184,4124,0.757649,0.171512863
1,1133072,12.625,3471,0.495561,0.036821261
0,260269838,8.7543,5975.2,1.49192,2.55621
0,7723060,11.221,3199,0.220435,0.00458472
0,55606252,10.3213,5016,0.862166,0.423942
1,270341214,8.8784,6680,1.46863,4.436256012
0,344081664,6.8429,5493.79,0.918314,0.692095
0,389020089,7.4968,5367.84,0.809604,0.490273
0,150360766,7.89,7021,1.8081,7.15705
1,177115354,11.5514,5668.15,0.986943,1.038569206
0,27679101,7.6243,4380.64,0.71691,0.17052
0,349767833,9.4655,5795.14,1.0596,1.14087
0,181015118,8.98852,3333,0.39292,0.017165
0,238633709,9.46709,3437,0.430799,0.0233326
1,149788158,11.0002,3653,0.497204,0.045473028
0,278901225,12.3618,3476,0.287387,0.010863
0,37300889,8.1204,5083.89,0.758698,0.346432
0,112603237,10.7643,3098,0.295751,0.00725893
1,287196418,9.80529,6982,1.63416,6.555328954
0,468889408,11.585,3122,0.169688,0.0024645
0,140142136,10.1256,3593,0.457295,0.031399
0,309616959,10.5238,4393,0.683253,0.15664
0,260420061,6.3768,8361,2.26104,22.5084
0,358176584,11.231,3670,0.527773,0.0455253
0,179517557,11.4644,3653,0.503478,0.0406681
0,271800108,8.907,6571,1.44461,3.50528
1,238597883,9.1355,9219,2.1504,34.50322759
1,425997655,8.7513,4813,0.691374,0.264957058
0,158382161,7.7603,5534.09,0.83739,0.592564
1,317548889,6.7799,6212.63,1.50004,3.462530427
0,21505943,11.3791,3230,0.292071,0.0083653
0,260472324,10.4842,4594,0.755002,0.228747
0,238135340,9.1809,5532,0.876161,0.647725
0,38570936,10.3368,5327.06,0.838406,0.509981
0,260046359,9.8517,5026,0.973893,0.545264
1,309257814,11.6626,5196,1.10723,0.923077613
0,150299548,8.8937,6016,1.19528,1.68604
1,53593457,15.0404,3284,0.313318,0.011794221
1,348770361,11.4964,5388,0.9849,0.844462918
0,72748794,5.6531,5373,0.770494,0.44576
0,60552999,8.7029,3987,0.636729,0.0922973
1,290348383,7.3661,4815,0.800152,0.355480773
0,260266502,7.2889,6265,1.42214,2.80714
0,201292718,8.2564,5086.66,0.748066,0.337525
0,358403148,11.8445,3596,0.421919,0.0268183
1,262746281,9.74179,5900.75,1.62952,3.325325869
0,259377017,10.4981,3532,0.374358,0.0196495
0,234507537,10.0397,3534,0.388604,0.0212215
0,206686962,5.4128,4617.31,0.69245,0.196348
1,394698182,11.9692,5973,1.22084,1.959627474
1,50309953,9.7906,5411,0.912171,0.736798305
1,388624270,9.9138,5690,0.853898,0.7894907
0,453099619,8.1018,5347,0.963609,0.683812
1,156002449,13.4081,6113,1.27295,2.337363373
0,257720377,8.2741,5555,1.06423,0.97164
1,326453034,10.2733,5276,2.74518,6.0317976
0,370038641,9.037,6731.6,1.21087,2.71247
0,40602927,8.5427,6043,1.58839,3.03124
0,220616718,6.8777,5399,0.866715,0.575044
0,117546088,8.186,5280.37,0.691643,0.335055
0,397125777,8.4661,5706.37,0.889461,0.755767
0,375090431,8.3509,6361,1.47125,3.19279
0,382265694,9.8663,6126,0.901325,1.03078
0,38698083,7.6712,6714,1.7757,5.77245
1,19519368,10.0854,5006.52,0.79783,0.413095541
0,259698709,7.5984,5562.04,1.22045,1.28431
1,47425697,10.4913,6219.7,1.33236,2.744143903
1,33153766,8.5234,5929,3.05531,11.91577584
1,206669860,13.4573,5960,1.31971,2.270011275
0,281669975,8.0868,5474,0.743611,0.447306
1,155986102,12.0235,5369,0.977787,0.820631331
0,290468468,6.9766,4803,0.70915,0.241113
1,350618622,8.5822,6461.8,1.33031,3.187173602
1,120610833,11.5005,5298,0.874706,0.622670065
0,300329283,6.3967,8466,1.7301,13.8532
1,186547153,10.1978,8323,2.13972,22.69443792
0,220478211,9.3077,5600,0.929361,0.765272
1,393414358,10.439,5715,1.79224,3.539510711
0,149478846,9.3279,6258,1.20691,2.01272
1,147576037,9.6043,6017,3.59038,17.45367313
1,280437559,10.5424,4249.11,0.823845,0.228543502
1,71512186,8.7784,6400,1.62231,4.561141511
0,158072072,8.1396,5753.73,0.894076,0.789299
0,100104021,8.7526,4692,0.645993,0.182214
0,176932113,10.868,4217.4,0.480377,0.0657716
0,358049328,7.3004,6297.39,1.18432,1.98734
0,350520348,8.4316,5032,0.903837,0.471886
0,349677687,9.1681,6330,1.27784,2.36191
0,72923291,9.06375,3583,0.564735,0.0473556
0,271595974,8.3693,6856,1.66925,5.5465
0,176935123,12.4744,2906,0.136895,0.00120407
1,123482865,9.4727,5811,1.47199,2.552108778
0,41533357,6.0732,6002.62,1.31233,2.01439
1,70899085,10.7329,3779,0.607751,0.077811698
0,30186108,12.8896,3125,0.290664,0.00725901
0,54257694,9.18984,3582,0.434385,0.0279864
1,101955023,10.8372,3261,0.226407,0.005987822
1,229047362,11.2175,5736,0.876762,0.859579339
0,269634384,10.7216,3295,0.251157,0.00669895
0,370137704,7.7153,5488.48,0.92872,0.705136
1,333821572,10.4337,8192,1.84443,15.82596095
0,307218058,10.3363,3868,0.53022,0.056696
0,278199738,13.3978,2828,0.12808,0.000945312
1,15247229,9.886581,8263,1.58394,12.08132101
0,442916792,7.0845,5813.85,0.923265,0.87741
0,167006493,8.5396,5668,0.982014,0.896705
0,393385130,7.8563,5161,0.871176,0.485112
1,271893367,10.9031,5982.9,1.67987,3.734945636
0,158624542,8.7045,3850,0.63117,0.0788552
1,263003176,7.4371,6295.7,1.13742,2.099441517
0,149424264,10.0221,6253,1.012,1.41063
0,23556171,8.82899,3941,0.623991,0.0846208
0,389444166,10.3113,4157,0.769167,0.159168
0,237878575,8.4174,6279.9,0.897955,1.12983
0,350656478,10.3673,5259.38,0.818864,0.462228
1,92352620,9.6433,6072.6,1.71036,4.109223126
0,231079905,9.2131,6280.19,1.05251,1.55252
0,54237857,7.4721,5037.51,0.833098,0.402671
0,350518799,10.101,5506.3,0.908523,0.683607
0,272129171,9.5342,5490,0.907957,0.674707
0,316976676,12.0093,3241,0.257512,0.00659183
0,287405060,9.0328,5707,1.00494,0.965174
0,300810872,11.0566,3815,0.561628,0.0601964
0,46825125,9.87825,3471,0.384485,0.0193318
1,148228019,8.2488,7403,1.83686,10.46812914
0,141186075,6.6418,6079.16,1.09843,1.48461
0,370101728,7.0963,5542.12,1.09014,1.0101
0,271891360,8.8044,6443,1.55226,3.74092
0,316935835,8.0595,4763,0.734797,0.250352
1,131081852,9.957501,6072,1.26126,2.233686693
0,437265653,9.33761,3733,0.452095,0.0357591
0,31410749,8.3039,5927.1,1.21819,1.65004
0,88481300,6.6719,5769.06,0.960662,0.920993
0,282086296,8.0183,6111,1.16881,1.71645
0,350583319,9.6472,5248,0.933614,0.595668
0,278683844,9.2789,5130,0.819657,0.419207
0,348898049,10.7548,5225.91,0.688798,0.318806
0,149444341,12.1046,3355,0.355716,0.0144435
0,20180572,8.0243,5714.55,0.955608,0.877369
0,436248822,7.28832,3936,0.615521,0.0819221
0,141029787,8.4289,5679.41,1.03338,1.00099
0,55452503,9.4744,5359,0.939185,0.655439
1,251848941,10.42,4339,0.660806,0.159879402
0,177385959,11.4814,3279,0.302779,0.00954799
0,300710088,9.423,6411,1.09318,1.8188
0,300038122,10.2681,5687,0.920846,0.7991
0,260351540,8.2763,5027,1.01873,0.597097
0,370281600,8.87357,3714,0.55097,0.0520377
0,176982916,10.6392,4238,0.651276,0.123273
0,55758485,8.4796,6350,1.1957,2.09428
1,289535142,12.54,6683,1.17441,2.841916319
1,125405602,11.1825,3560,0.44852,0.033377175
1,437984134,8.16507,7340,2.23572,14.98666583
0,398271125,7.808,5114,0.775794,0.370878
0,288158059,8.323,4952,0.740205,0.296839
1,238004786,10.5958,4902,0.813125,0.39436087
0,306669607,10.6456,4600.5,0.741217,0.22172
1,253990973,9.7345,5801,1.08183,1.369037875
0,350335082,10.444,4484,0.737038,0.19785
1,339672028,9.3935,5803,1.72816,3.498357111
0,300510333,9.6671,5284.96,0.961546,0.649833
0,279327066,9.0788,4576,0.566211,0.126647
0,306735585,12.0856,3539,0.393784,0.0219146
0,300939511,9.6881,6030,0.870269,0.902134
1,146434840,9.49344,6134,1.74287,4.442127664
1,259592689,10.1672,5216,0.954038,0.695933332
0,251823163,9.07659,3562,0.52315,0.0396938
0,167338863,11.3579,3473,0.447029,0.026193
1,255704097,10.6237,7686,1.59435,9.163361351
1,146438872,10.5068,5829.35,2.16635,5.597881922
1,54044474,9.6306,7110,1.90458,9.575529579
0,278521477,9.3219,5147,0.842405,0.448697
0,219238878,10.7961,3384,0.369173,0.0161019
