class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,ImpactParam,Limb1,Limb2,CurveFit
0,140581031,10.1658,5404.85,0.860548,0.56935,1,0.0139129381058554,116.852015472497,4.28921362777487e-05,3.0456690982797e-05,1.01552115967776,0.01,0.5,0.25,-0.137578413675129
1,259377017,10.4981,3532,0.374358,0.022529055,1,0.104840742201966,56.2058241529724,0.104559957641242,0.000139733488944032,0.306389270157546,0.01,0.5,0.25,-1.01085696727872
1,31374837,8.1705,4891,0.726632,0.312108539,1,0.0700021231354186,24.2104036281131,0.0699651157313183,0.000363756428976045,0.390311464856982,0.01,0.5,0.25,-1.15962594458536
0,196466162,9.57027,3423,0.358348,0.015883,1,0.0311050414021163,269.735845561937,0.0319236285171809,0.0308535333206771,0.642495500571363,0.01,0,0,-12.0681465377183
0,141412290,10.1854,5323,0.833874,0.502946,1,0.0736652769500371,215.714421194884,0.0790605446298889,0.0736216388919554,1.33701351232505,0.01,0,0,-112.384247632885
0,349412213,9.174,6356,1.0653,1.66868,1,79.3456682504042,126.178525492833,288.793514114877,3.58740094536835,1.30635263185948,0.01,0,0,-55.0631496000316
1,260304800,12.7474,5285,0.942255,0.715488781,1,0.0609126880137005,1236.34902607472,0.0645793489090223,0.0608715020931,3.6168855771921,0.01,0,0,-42.4929442103993
0,49644110,6.9684,4953,0.739855,0.296798,1,0.0142879359561565,63.8550561694824,0.0142577162843283,0.00062186297989124,0.645416453080719,0.01,0,0,-13.5377113722846
0,309623584,8.6259,5761,1.19246,1.41116,1,0.0309491023400375,62.2996454835487,3.29474808243887e-05,3.19583971212593e-05,1.02750130265885,0.01,0.5,0.25,-0.184106322292824
1,327017634,8.386,4827,28.3379,450.329588,1,0.0705908184949437,224.276215705579,0.0710123143613288,0.00860098053051401,46.329226211236,0.01,0,0,-144.016075216926
0,382257922,10.9353,3620,0.430095,0.0286192,1,0.0178268804658731,356.314245501107,0.017822924041794,2.19042474744932e-06,0.886291859238486,0.01,0,0,-191.039032521036
0,122574885,9.50892,3458,0.296416,0.0113187,1,0.0598935493109037,0,0,0,0,0,0,0,0
1,55092869,7.3212,5326,2.78715,6.456710189,1,0.944844929077599,120.568293453788,0.950224813601424,0.00824736934802265,3.34097074566391,0.01,0.5,0.25,-4.28665518305064
0,302964354,8.2983,4755,0.700013,0.225688,1,0.0631631396013362,47.7541837669198,0.0631066915068841,0,0.52808957250305,0.01,0.5,0.25,-8.19670807836627
0,197594519,7.7067,4814,0.709911,0.243852,1,0.0521501146876072,153.219329641621,0.052021154677404,0.000329295393130576,0.959304447806518,0.01,0,0,-51.7698141110944
0,260638705,10.5957,4785,0.637591,0.192002,1,0.0221741329393323,607.927752461748,0.0221699713874993,9.80643220216892e-05,1.7161843469856,0.01,0,0,-442.929203539036
0,141479310,8.5881,7236,1.59647,6.29522,1,0.0237695815838289,145.40577410349,0.0237611113714883,4.7674425866796e-05,2.1015869446333,0.01,0,0,-241.645869358143
0,177309385,7.159,6338.36,1.22975,2.19906,1,0.0624986550745755,36.6198486176714,0.0623613753276069,0,0.812401800233168,0.01,0,0,-56.2209813914154
1,359496368,10.1358,3897,0.557752,0.074112226,1,0.0547606949225484,285.993752273181,0.0547999167916735,0.00133461111057299,1.0297105982002,0.01,0,0,-49.3181553642964
0,147946697,9.23615,3904,0.681365,0.0971614,0,0.0648246815086202,173.435971872216,0.0647740293472726,0,0.979591896604948,0.01,0,0,-23.5215627633705
1,88977253,12.33,6784.68,1.50565,4.961939824,2,0.13179621121158,534.161912603561,0.112746165213393,0.0147067696900523,3.79888600054035,0.0099908560449998,0.499924073633213,0.249946848574204,-0.609362092732683
0,390531051,11.9306,2969,0.142759,0.00142673,1,0.0305701805903167,657.838268024023,0.0311255783953416,0.0299115354361008,0.399722723320736,0.01,0,0,-10.0526656591988
0,150439989,8.7884,6351,1.2165,2.16914,1,0.0351069003917509,55.7577425107221,0,0,0.991654707345459,0.01,0.5,0.25,-1.19561193118827
0,349191590,8.5092,5752,1.49469,2.20329,1,0.0711406246715273,80.2145068611577,0,0,1.46141432972666,0.01,0.5,0.25,-1.02405656042131
1,101230735,9.6652,5687.9,1.13906,1.402771624,1,0.0153015702212975,233.521168645092,0.0152462575459451,0,1.90022707779185,0.01,0,0,-51.3075968410729
0,167895487,9.6321,5716,0.832238,0.66613,1,0.0170123302194283,99.9645236626169,0.0170107884306354,5.43314469201296e-06,0.908377285287525,0.01,0,0,-38.1455278347295
0,270340632,8.6123,5385.96,0.791996,0.475546,1,0.0169711207116865,21.3793489360573,0.0169522788861677,0,0.399775338330654,0.01,0.5,0.25,-0.824555507062332
1,143526444,9.3309,5601.2,4.15574,17.55929268,1,0.0378092274664057,0,0,0,0,0,0,0,0
0,349273907,6.9926,6216.76,1.2732,2.18143,1,0.11716318649365,47.4329281899722,0.117150090508322,0.000171870319059374,0.957265421301236,0.01,0,0,-74.9618835847563
0,238069953,6.4271,6423.84,1.12861,1.95416,1,0.0618303431653593,18.4514553015802,0.0148501341581659,0.0139854113736259,0.529242826625856,0.01,0.5,0.25,-1.73661176210732
0,218970017,10.8406,3273,0.272734,0.00769055,1,0.0171389365512532,103.539535566453,0.0170723444304907,0,0.302962001926288,0.01,0.5,0.25,-0.562513402934773
0,220028962,7.7024,5859.88,0.992519,1.04647,1,20.8184757756081,254.472046166856,21.8053136686333,0.99357018216951,1.72844133525439,0.01,0,0,-25.7005407726619
0,149931754,10.2624,5596,0.859449,0.652598,1,0.0330376775099462,174.058431463284,0.0341261034000985,0.0330347131988029,1.23783687726881,0.01,0,0,-55.6940005009466
1,38541473,10.7706,6053.05,1.53715,3.276540228,3,0.673442021774126,1018.22954391226,0.0742110229422731,0.0364981552062504,5.35469661749533,0.0100112960908609,0.499987523253367,0.249991146475395,0.900017444068664
0,276866031,8.4021,7205,1.43274,4.98385,1,0.0602980147739982,48.420822329522,0.0602911828759297,0,1.08837671013936,0.01,0,0,-34.696816374663
0,44678687,10.9337,3349,0.282376,0.00903672,1,0.0365490494005499,311.835988762758,0.0378417915368097,0.0365074779227227,0.544360586299906,0.01,0,0,-16.9912175396365
0,348762301,9.4756,4190,0.637103,0.112712,1,0.0334305297946753,312.584466154265,0.0343571426544888,0.0332457206013789,1.2296715342903,0.01,0,0,-123.042253881534
0,24695017,8.5302,5176,0.778876,0.392291,1,0.0329614241587474,180.904809190551,0,0,1.14363951209907,0.01,0.5,0.25,-0.108868243655269
0,238192896,10.1403,4499,0.744671,0.204686,1,0.0333306121725407,125.844463179528,0.0333166295984382,6.95928673027245e-06,0.911963110278891,0.01,0,0,-27.3030140324087
1,299945285,10.0176,6270.01,1.59084,4.040284049,1,0.0647227004338133,356.475966916928,0.0656297370505244,0.0142226425600531,3.27896970167192,0.01,0,0,-234.705377303513
0,80417903,9.54228,3687,0.518887,0.0448263,1,0.0334110628205868,228.097435373152,0.0333700251683837,0.00248454770537595,0.855517238427928,0.01,0,0,-39.9372194884144
0,117628957,9.37717,3500,0.492784,0.0328307,1,0.0165341628782607,192.966341077399,0.0165020867766993,0.0001482804568094,0.747296852437972,0.01,0,0,-20.6514070804015
1,201248411,9.9005,4486,0.764401,0.244436204,3,0.0754520948631738,2454.15315183427,0,0,4.13397504650704,0.01,0.5,0.25,-0.170404058519076
0,38469670,5.7754,5794.38,1.15581,1.35674,1,0.0579634041116198,48.6197601980821,0.0579449202714328,0.000134342139739973,0.879809460180641,0.01,0,0,-227.135402265051
1,167418903,11.3786,5614.89,0.957719,0.941731673,1,0.0147639941160094,122.741184540411,0.0110390424541975,0.00271190161162434,1.1583212720755,0.00999693007157475,0.499972785153659,0.249983657130542,-1.81075050673771
0,453833488,9.20578,3710,0.461223,0.0363088,1,0.0160797810657459,100.694592860357,0.00647357272553375,0.00592668581412287,0.505254051837667,0.01,0.5,0.25,-3.69156661123692
1,9804616,14.1118,3323,0.603855,0.045927484,1,0.0738606839326409,4121.75666342116,0.0738649140224505,0.0038242010278532,4.2322334422215,0.01,0.5,0.25,-1.75196920540665
0,307574210,9.3689,6011,1.00227,1.18156,1,0.015712241195562,82.4665805389991,0.0157000070143342,2.57138516409308e-06,0.993618109500947,0.01,0,0,-15.0226631850973
0,25081575,9.9603,5443.9,0.791587,0.495829,1,0.0541278896670642,210.866467035698,0.0541164931027542,8.09122965151455e-05,1.25486841340224,0.01,0,0,-226.882634774289
0,167548779,6.9729,6620,1.53616,4.08318,1,0.0664520611034764,47.5894623576529,0.070854255124199,0.0663888577920343,1.15687816724427,0.01,0,0,-69.7443341530553
1,425206121,9.654,7440.77,1.67335,8.866067999,2,4.44501833126821,1432.16369036181,2.07844199646555,0.285651505449522,6.91319633489749,0.00992003092484083,0.499786771550134,0.249858670205867,-0.620293980272479
1,176957796,10.702,4651,0.690721,0.230609205,2,12.5282620105865,421.53033000267,143.931091158894,10.6390845525213,1.54814932540461,0.01,0,0,-41.6931289843673
0,201874446,8.915,5376,0.788104,0.467411,1,0.0202633725479988,0,0,0,0,0,0,0,0
0,177038077,8.6063,5926,1.47457,2.41586,1,0.0629193853275402,45.5701778532395,0.0628911902635018,0,1.08667963774912,0.01,0,0,-18.789995228511
0,419015728,2.7459,5333,0.833049,0.505734,2,0.0372754329276213,0,0,0,0,0,0,0,0
0,293347978,7.7171,6529.5,1.63131,4.35799,1,0.0623567505436291,52.5086797689018,0.0623248170313645,2.27046625862436e-05,1.29046972853625,0.01,0,0,-41.3282072927332
0,49669659,6.7536,5741.87,0.935784,0.85755,1,0.0586685645895506,0,0,0,0,0,0,0,0
1,207081058,9.9358,6073,1.2273,2.116413647,0,2.93414397069436,1956.39289449313,0.50701091536537,0.15910865228394,5.92617601147095,0.0117531178238853,0.483066022499495,0.238110245910254,0.422324514010197
0,141024724,10.2862,4572,0.756092,0.225045,2,0.056464838525731,0,0,0,0,0,0,0,0
0,201792346,12.3329,2967,0.160214,0.00179211,1,0.476471064286299,34389.1303046095,0.475946326519845,0,3.24344720652944,0.01,0,0,-12.6194580173324
0,279053000,8.0268,7563,1.59801,7.52712,1,0.0567790004406318,171.693925145627,0.0570567832876044,0.00511549746926536,2.28587633162808,0.01,0.5,0.25,-6.52333119835343
0,231286084,8.06,5707,0.907976,0.787907,1,0.0823538168942472,113.388031797811,0,0,1.05548909626154,0.01,0.5,0.25,-0.0335863587418581
0,382572066,9.1421,6008,1.36041,2.17249,1,0.0694863407068814,132.402593942949,0,0,1.70888892813046,0.01,0.5,0.25,-0.450723398558666
0,313936437,8.5885,4989.26,0.685814,0.262574,1,0.0650366051099962,24.1706534184025,0.0545222610564886,0.00447974682582889,0.368083470896289,0.01,0.5,0.25,-0.506937166789408
0,170636897,11.0692,3118,0.230215,0.00451301,1,0.0873354975314878,542.076357373005,0.0874704960450366,0.0024350074241722,0.585139779685125,0.01,0,0,-11.137585050239
1,389924075,10.4016,5909.57,1.16972,1.72374618,1,0.0579445441053526,616.781359799889,7.39811147542588e-06,6.99291046647635e-06,3.17134367939427,0.01,0.5,0.25,-0.0868466548606295
0,149347296,9.4916,5857,1.16465,1.43808,1,0.0233133315648102,115.172975223531,0.0233053322803513,1.87467112136208e-06,1.36447787365439,0.01,0,0,-50.7573288743383
0,349945315,9.5485,4635.5,0.74621,0.231634,1,0.0306694920206284,91.52125527511,0.031595893866077,0.0306556991457399,0.779323589819517,0.01,0,0,-11.3523083957779
0,177308913,10.606,3452,0.417173,0.0222644,1,0.0225826837658644,399.241520439417,0.0230438482444634,0.0225349486259632,0.90997574492942,0.01,0,0,-201.547322989204
1,120896927,8.3157,5175.2,0.841842,0.525116532,1,0.0559754174915248,19.4495717509142,0.0556825426243716,3.82718943619359e-05,0.405304461473654,0.01,0.5,0.25,-0.0996117867026061
1,73649615,12.5554,3533,0.507628,0.041471682,1,0.0302152018041666,250.521374912623,0.0301666370958076,0,0.877129536956921,0.01,0.5,0.25,-1.46449030476473
0,306735869,6.3728,5142.71,0.802797,0.406138,2,218.39348062507,319.804652210189,1370.34616124068,6.22513039019926,1.56727029743051,0.01,0,0,-50.6589369747724
1,259377017,10.4981,3532,0.374358,0.022529055,1,0.104840742201966,56.2058241529724,0.104559957641242,0.000139733488944032,0.306389270157546,0.01,0.5,0.25,-1.01085696727872
0,13060575,9.217,3565,0.425124,0.0263005,1,0.0668212458187687,237.694439357039,0.0673337518745537,0.0124843927746244,0.715518567213348,0.01,0,0,-47.8934617684362
0,183532804,10.2145,3283,0.338724,0.012008,1,0.0615663023381259,0,0,0,0,0,0,0,0
0,220433364,9.42788,3268,0.351215,0.0126756,1,0.142557694310177,1193.80507227706,0.142604368494819,0.000761789024743719,1.32475491451203,0.01,0,0,-21.9298332664724
1,35009898,12.2255,3424,0.427953,0.026002382,1,0.0581970874061816,2189.01267347718,0.0610527448363859,0.057695060365396,2.18582800918874,0.01,0,0,-75.3811302230702
1,235037761,9.8567,4174,0.903104,0.255723872,2,0.0779700824907736,296.872614561927,0,0,1.69870751489096,0.01,0.5,0.25,-0.00917520044078057
0,55663264,7.8658,6482,1.05944,1.78518,1,0.0533434814588966,82.4388514149588,0.0561633174135885,0.0533190914475508,1.05011800723816,0.01,0,0,-133.484545230933
1,44797824,9.7976,5446,1.19844,1.305055857,1,0.0828599252368318,113.859918918853,0.0217251401171165,0.0184407036824896,1.39603885082219,0.0100002099906169,0.499995768297822,0.249997349843397,-0.706278191112092
0,153027837,6.1912,5876.08,0.977251,1.02579,1,0.0725337839371864,37.119264166451,0.00690490253874347,0.00643793476919312,0.649982368768814,0.01,0.5,0.25,-3.6911961572534
0,413248763,8.74094,3490,0.360144,0.017336,1,0.0613589381860282,0,0,0,0,0,0,0,0
0,123366965,9.84507,3406,0.237209,0.00682238,0,0.0625281742168262,303.151136551147,0.0651911662617278,0.060977051262243,0.450875395849324,0.01,0,0,-24.1275441052154
0,382627751,9.6852,5604.57,1.00931,0.905549,1,0.0602168082689096,228.718941478461,0.0638087676746253,0.0601737719850119,1.66636991406062,0.01,0,0,-191.316633434973
0,348898884,10.5356,5247,0.796915,0.433674,2,0.0181721140755753,139.025493573919,0.0181695104278509,0,1.02578182007109,0.01,0,0,-30.4244080537877
0,179583882,9.4798,5463.55,0.847925,0.577178,2,43.7653210722954,1086.95675376553,46.8113906075852,0.0700123415337587,3.05182303204679,0.01,0,0,-21.0624158052273
0,255563650,10.6068,3428,0.381876,0.0181427,1,1.33485958434226,2408.82130993882,3.10993253960149,1.33035861730195,2.04606973147382,0.01,0,0,-33.1565350300258
1,5868998,13.9372,3644,0.783601,0.111838001,1,0.0793863439922668,2945.40502508687,0.0303622654199063,0.00985634742207448,4.64262137732572,0.00988174284424999,0.50105578276534,0.250356383160424,0.710277222578023
0,178351350,8.4665,4329,0.674102,0.143779,1,0.0227763125503524,31.6808265504415,0.0227292835606105,3.68461729464175e-05,0.414209104923461,0.01,0.5,0.25,-1.36184836820684
0,382624566,9.433,5204,0.901578,0.537095,1,0.0181596961577395,246.862169384659,0.0181468606531799,4.81297951592997e-05,1.5464160545821,0.01,0,0,-198.136046069778
1,184240683,11.5464,5735.75,1.0941,1.338322722,2,0.54251148019803,3498.35885819105,0.751961950730552,0.442909441522854,7.06455759350889,0.01,0,0,-29.535929392631
0,220411010,9.1665,6043,1.2412,1.85092,1,0.0218148492890443,156.752950459764,4.94863713153845e-05,4.84298807654009e-05,1.69646694683849,0.01,0.5,0.25,-0.374915416698148
0,267537284,7.4111,6385.91,1.20502,2.17558,2,0.0223429292897166,61.8967247196291,0.0223313920052856,0,1.0349607098785,0.01,0,0,-18.8437533800336
0,220459909,9.1253,5399,0.808812,0.500775,1,93.7826097422332,1294.2526544085,95.5554859817103,0.0190074090858766,3.17652949179756,0.01,0,0,-23.2152683174293
0,388182039,10.3647,4349,0.751627,0.182078,1,0.0761148638284556,237.13682342357,0.0762809277084982,0.0026821895764211,1.26356516670142,0.01,0,0,-193.107798470226
0,349273158,8.0468,5758,1.50079,2.23059,1,0.0569419996854515,30.1679559798918,0.0393775367760397,0.0372034306503599,0.899888379450719,0.01,0,0,-16.8931259815113
1,238197638,11.7874,6146.6,2.2099,7.200638539,1,0.0747722209996107,169.243792602343,0.056059531059662,0,3.13851905626332,0.00983056755600555,0.499505979794458,0.249696018173345,-3.64690477069672
0,150187916,7.7957,6178.6,1.5321,3.08198,1,0.0697644994702698,335.02681832303,0.0703768269805043,0.00939151671064876,3.06141829072937,0.01,0.5,0.25,-4.93787084742105
0,150431839,8.4221,6457,1.29848,2.64053,1,0.0319755893049056,31.0398693683973,3.4076271821189e-06,0,0.789752447921098,0.01,0.5,0.25,-1.64790217776041
1,398943781,10.7875,5546,0.880069,0.756900632,0,0.763786911096122,3929.90029540033,0.104970808431577,0.0585469367134617,6.02286686270501,0.0101043452432415,0.499789509286449,0.249847123902957,0.973527452209924
0,391893148,9.5211,5659.18,1.03982,0.999146,1,0.0581617287114046,231.110676437818,0.0615336294848486,0.058151441141027,1.72569461676985,0.01,0,0,-249.819406416183
0,201882747,9.4364,4499,0.70583,0.183891,1,0.0221650141689677,0,0,0,0,0,0,0,0
0,38707482,10.5508,4599,0.784068,0.247774,1,0.0524001396926578,353.255849411152,0.0411188039867539,0.0390714543222716,1.60877083312026,0.01,0,0,-166.853325792942
0,140691843,10.468,5123.4,0.823102,0.420567,1,0.0228881237656808,241.113151839461,0,0,1.39527521789375,0.01,0.5,0.25,-0.0821173959135668
1,143350972,7.6818,5771.46,1.01482,1.180338997,1,0.0340953569461692,95.3890108776657,0.0352134981111438,0.0340524670907857,1.0820167004301,0.01,0,0,-44.2313415170379
0,350144504,7.9871,7016,1.85602,7.51997,1,0.0146682912600718,98.999428583719,0.0146644840269633,2.13900444921335e-06,2.01601968908983,0.01,0,0,-195.326622705126
0,404452683,9.44367,3444,0.433047,0.0237694,1,0.0594103067834156,371.58102409716,0.0593217929726627,0.000664276077840809,0.911292028940201,0.01,0,0,-13.2215899680712
0,389368692,7.0108,6217,1.99106,5.33565,1,0.0646135899993767,0,0,0,0,0,0,0,0
0,238872406,9.3323,4981,0.78252,0.339587,1,15.19381655185,427.949129873057,245.945839052765,15.1876389525153,1.76720647311814,0.01,0,0,-100.460761340451
0,260191777,9.4676,5603,0.950003,0.801359,1,0.062576769709647,168.980488227242,0.0625563483805276,0,1.34815252848168,0.01,0,0,-85.8761126729134
1,100100827,8.8287,6226,1.34658,2.814405983,2,0.93868598651395,3309.58769518819,0.215695782028621,0.135561182758491,8.45697175281907,0.0102443769960044,0.499807592452518,0.249618808470242,0.949983370701167
0,141899106,8.94872,3951,0.646461,0.0917503,1,0.0163733406228991,139.628582012085,0.0166035750796142,0.0163360985732255,0.833921684643461,0.01,0,0,-16.7012629988366
0,439411675,8.7571,4666,0.620803,0.164582,1,0.0844125072199309,160.576727413851,0.000436941168059821,0.000179508253863411,0.858797718168751,0.01,0.5,0.25,0.0687878356730722
1,388106759,10.5173,5704.59,1.40065,2.14606542,1,0.0317749072635601,319.876124669231,0.031782230349538,0.000521698409195188,2.73474169479183,0.01,0,0,-162.612373128859
0,25132754,10.3003,5939,0.899646,0.907176,1,0.0699764119457986,252.753802027421,0.0748644672903594,0.0699683343058143,1.56140755162294,0.01,0,0,-131.455583594961
0,123480394,10.5811,3012,0.190622,0.00269439,1,3.73050352506311,3635.40499226496,4.61823263054825,0.242191617788599,1.25471530349801,0.01,0,0,-27.4369055903758
0,280046713,8.0851,6101,0.997559,1.24216,2,5.90174226915813,153.538687263793,5.94634878424277,0.00772676003879486,1.349407986801,0.01,0,0,-336.840227187963
1,167342439,10.0906,5409.22,1.02101,0.921901522,1,0.0697713268302385,299.453511191627,0.0746308128688592,0.0697633325899586,1.92881455268339,0.01,0,0,-198.915921658511
0,197602069,9.0985,4006,0.564062,0.073823,1,0.0674104862167761,79.7439263172464,0.0531311819548532,0.0490448373843197,0.549884431548406,0.01,0.5,0.25,-6.46742697649805
0,300708192,9.2321,6198,1.15323,1.76819,1,0.0803906006861538,205.524677635912,0.086835997190461,0.0803675546617268,1.80486071855812,0.01,0,0,-221.177584871767
0,101955023,10.8372,3261,0.226407,0.00522249,1,0.0740187726903555,159.274321933249,0.0739373323656101,0,0.311930977464713,0.01,0.5,0.25,-0.565901319615545
0,302444623,11.7993,3250,0.200967,0.00405955,1,0.0694912251462867,846.950790536845,0.069412526661963,0.000508872383312371,0.638483402091714,0.01,0,0,-86.2049611385004
1,276128561,10.5623,5250,0.948885,0.706562097,1,0.0613568695992731,626.483039108057,0.0612728259133063,0.00253852926492672,2.59277012410801,0.01,0,0,-61.9382136252931
0,350434027,10.0966,5942,0.884581,0.878821,1,0.0142196181643682,0,0,0,0,0,0,0,0
0,306512813,7.8297,5803.43,1.39715,1.9949,1,0.0774522501973328,40.8120124040154,6.94987528344258e-05,6.45028610982039e-05,0.974389989689391,0.01,0.5,0.25,-0.98602617393119
0,406345385,8.7905,4830,0.596589,0.174516,1,0.0176138597880427,52.8013231470146,0.0178627033250327,0.0174214740229983,0.473253045986984,0.01,0.5,0.25,-3.91421880410897
