class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
0,220433363,8.7057,3410,0.427535,0.0222667,1,0.142557694363482,448.454964246036,0.999614438489086,0.000343458321810824,0.988386637604234,590,0.36232570002287
0,333680372,9.3168,3439,0.473917,0.0283027,1,0.0786229525412489,2726.73646785848,0.998518268487045,0.0223551426250212,2.70159127148127,561,0.402153005031512
0,293936969,8.2795,6309,1.15509,1.90446,1,0.0582553835551507,70.4102804097265,0.999703503118452,1.16922441787118e-05,1.05810711458447,2309,1.17474326512613
0,167889542,6.881,6500.82,1.37245,3.03082,1,0.0156151267101323,21.3651128466895,0.998859965695993,0.000125585101016922,0.692540060580253,2500.82,1.31944118529968
1,183537452,10.2499,5203,0.635603,0.30582511,3,3.91383031928197,4993.51254359794,0.500642858394552,0.116818390977074,4.90325843938761,1203,0.743649491233463
0,265373654,8.35839,3923,0.650802,0.0903786,1,0.0604537013578485,0,0,0,0,77,0.548297672610827
0,130297237,9.5304,5280,0.709791,0.35277,1,0.06010765456284,203.022335827443,0.00058868430908426,3.5257051831894e-05,1.1040739724693,1280,0.770677910573675
0,255564289,8.6783,5529,0.900479,0.682698,1,0.0586475914478969,116.558496425239,0.00221250457569493,0.00012931328621374,1.06130773860404,1529,0.908985923133197
0,167600516,10.6925,4316.7,0.651075,0.132606,1,0.0231380471269131,143.491738039523,1.00028679556047,0.0231296729818845,0.85141292970817,316.7,0.603449308188363
0,294927550,12.8149,3353,0.310175,0.0109558,1,0.0327699166712287,1210.98760324149,1.00066661481033,0.0327565853526039,1.17834486374455,647,0.266183408782861
0,140581031,10.1658,5404.85,0.860548,0.56935,1,0.0139129381058554,116.852015472497,0.00305286269478377,3.0456690982797e-05,1.01552115967776,1404.85,0.868650014515878
1,259377017,10.4981,3532,0.374358,0.022529055,1,0.104840742201966,56.2058241529724,0.997196715463382,0.000139733488944032,0.306389270157546,468,0.364175671848885
1,31374837,8.1705,4891,0.726632,0.312108539,1,0.0700021231354186,24.2104036281131,0.999133046126485,0.000363756428976045,0.390311464856982,891,0.747440132246559
0,196466162,9.57027,3423,0.358348,0.015883,1,0.0311050414021163,269.735845561937,0.996423030170967,0.0308535333206771,0.642495500571363,577,0.312828556903195
0,141412290,10.1854,5323,0.833874,0.502946,1,0.0736652769500371,215.714421194884,1.00504202898076,0.0736216388919554,1.33701351232505,1323,0.84213232826574
0,349412213,9.174,6356,1.0653,1.66868,1,79.3456682504042,126.178525492611,284.697012820033,3.58740094536835,1.30635263185833,2356,1.13656234938399
